SexN;AgeN;MS;LogitH;LogitB;TA;TH;WL;BH;HT;DS;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T33;T34;T35;T36;T37;T38;T39;T40
1;4;573;-0,296638572;-5,183031211;102;120,5999985;272;5;0,263888889;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;1;571;-0,272805609;-5,169509494;101;131,6999969;260;4,099999905;0,238888889;124;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0
2;4;541;-0,148343769;-5,032156429;100;117,5999985;260;5,199999809;0,198611111;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;601;-0,230479463;-5,006292545;101;121,0999985;272;5,599999905;0,264583333;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;4;549;-0,124059029;-5,442598069;92;111,5999985;267;5,699999809;0,179166667;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;563;-0,270501903;-5,381738974;98;117,1999969;254;5,300000191;0,179861111;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;564;-0,238203872;-5,131263282;101;119,5;283;5,699999809;0,184027778;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;4;642;-0,112074514;-5,471124103;95;119,4000015;273;4,5;0,185416667;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;4;578;-0,126142675;-5,565796732;100;122,5999985;265;4,300000191;0,186805556;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;4;591;-0,196098112;-5,376758792;95;124,6999969;267;4,699999809;0,190277778;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
1;4;637;-0,103627086;-5,33021073;102;127,3000031;268;4,599999905;0,191666667;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;610;-0,387415628;-5,618674049;96;119,6999969;269;4,900000095;0,193055556;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
1;4;638;-0,23000595;-5,735723041;103;128;273;4,199999809;0,219444444;124;0;0;0;0;0;6;6;6;0;0;0;0;0;0;6;0;0;0
2;1;640;-0,28538586;-5,53338949;99;111,1999969;257;5,099999905;0,196527778;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;599;-0,324304786;-5,272107298;103;120,6999969;272;5,199999809;0,217361111;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;4;559;-0,087287735;-5,377192283;97;119,6999969;282;3,700000048;0,2;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;624;-0,236566571;-4,869706004;96;118,4000015;283;4,900000095;0,200694444;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;1;498;-0,166450697;-4,752037262;99;112,6999969;245;4,900000095;0,202083333;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;4;539;-0,121122474;-5,495288044;92;109,4000015;260;5,599999905;0,203472222;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;598;-0,134907434;-5,518599686;100;121,8000031;263;5,300000191;0,208333333;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;4;575;-0,181464606;-5,258670757;102;125,5999985;262;3,299999952;0,209027778;124;0;0;0;0;0;6;0;0;0;10;0;0;0;0;0;0;0;0
2;4;560;-0,115554909;-4,918154441;98;117,5;261;5,199999809;0,210416667;124;0;0;0;0;0;6;0;0;0;7;0;0;0;0;0;0;0;0
1;4;567;-0,13871931;-5,678153818;94;123,4000015;267;5;0,2125;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;4;604;-0,222780245;-5,683255775;100;123,1999969;269;4,5;0,214583333;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;4;601;-0,172778199;-5,388864154;101;125,0999985;261;4;0,175694444;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;6;0;0;6
2;4;659;0,00233606;-5,475291316;101;123,6999969;275;4,400000095;0,195138889;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;609;-0,007189573;-5,496348217;100;120;272;4,900000095;0,294444444;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;4;577;-0,312800269;-4,902591908;96;120;259;4,5;0,266666667;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;1;529;-0,077346404;-5,422668821;94;114,0999985;253;5,199999809;0,315277778;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;1;518;-0,17422626;-4,964631942;93;110,6999969;245;5;0,313194444;124;0;0;0;0;0;6;6;6;0;0;0;0;0;0;0;0;0;0
2;4;627;-0,21472322;-5,133671995;97;112,1999969;265;5,099999905;0,3125;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
1;4;581;-0,165065716;-4,731280039;100;117,8000031;263;5,300000191;0,310416667;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;1;543;-0,142357575;-5,537334266;96;112,1999969;246;5,400000095;0,308333333;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;2;544;-0,17734408;-5,230739749;94;116,6999969;268;4,400000095;0,306944444;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;4;617;-0,323504854;-5,156817804;103;129,3999939;273;4,800000191;0,3;124;0;0;0;0;0;6;8;6;0;0;0;6;0;0;0;0;0;0
2;4;583;-0,219432972;-5,262690188;97;118,4000015;273;5,699999809;0,317361111;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;1;508;-0,204175332;-5,003274939;99;110,9000015;261;5,699999809;0,295833333;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;628;-0,11301734;-5,361292165;101;118,4000015;273;4,800000191;0,31875;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;1;508;-0,097845035;-5,079281222;94;119,0999985;251;5,099999905;0,292361111;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;1;479;-0,426270677;-5,155106628;93;117,6999969;243;5,099999905;0,288888889;124;0;0;0;0;0;6;10;0;0;0;0;0;0;0;0;0;0;0
1;4;566;-0,208890251;-5,436428773;97;125,3000031;267;3,599999905;0,284027778;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;517;-0,261656605;-5,517452896;103;113,5999985;265;4,900000095;0,277083333;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;1;549;-0,279923676;-5,017279837;100;117,9000015;257;4,900000095;0,275694444;124;0;0;0;0;0;6;10;0;0;0;0;0;0;0;0;0;0;0
2;4;600;-0,103751505;-5,130336927;98;120,5;270;5,300000191;0,272916667;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;602;-0,037253063;-5,598977361;96;108,4000015;270;5,599999905;0,269444444;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;4;594;-0,365016195;-5,505656686;95;118,9000015;275;5,400000095;0,268055556;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;1;515;-0,3914925;-4,703637432;94;108,0999985;252;4,699999809;0,298611111;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;4;626;0,046505686;-4,78145504;97;111,5;269;5;0,3625;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;572;-0,237277558;-5,005383432;96;118,5;264;5,199999809;0,360416667;124;0;0;0;0;0;6;10;0;0;0;0;0;0;0;0;0;0;0
2;4;548;-0,020783568;-5,288789361;92;113,5;261;5,300000191;0,359722222;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;4;620;-0,106082277;-5,397694499;101;119,6999969;267;4,800000191;0,357638889;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;507;-0,094485535;-5,682342144;98;124,5999985;264;3,5;0,356944444;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;4;546;-0,27657741;-5,240525267;98;113,5;263;4,900000095;0,354861111;124;0;0;0;0;0;6;6;0;0;0;3;0;3;0;0;0;3;0
1;4;618;-0,135254046;-5,645293253;104;132,6000061;274;4,599999905;0,353472222;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;4;566;-0,284519787;-5,376930482;104;125,0999985;273;4,099999905;0,352083333;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
1;4;570;0,032114997;-4,714417873;97;116,5;273;4,800000191;0,349305556;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;537;-0,344314133;-5,1590553;98;121,9000015;263;4,800000191;0,347916667;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;538;-0,244757028;-5,598421959;96;111,5;263;4,800000191;0,315972222;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;4;563;-0,246281824;-4,825328895;95;115,6999969;265;5,5;0,363888889;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;577;-0,087562141;-5,702281347;95;111,6999969;262;5,5;0,341666667;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;539;-0,0562001;-5,307772526;97;113;269;5,099999905;0,332638889;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;1;585;0,008561968;-5,247661828;105;124,4000015;257;5,199999809;0,33125;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
1;4;552;-0,241468023;-5,536073632;101;122,1999969;265;4,699999809;0,329861111;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;2;577;-0,20858622;-5,221626878;101;114,4000015;263;5,400000095;0,328472222;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;591;-0,359890381;-5,145665562;96;118,5999985;262;5,400000095;0,325694444;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;503;-0,095863462;-5,451651386;95;115,1999969;262;5,099999905;0,324305556;124;0;0;0;0;0;6;0;4;0;0;0;0;0;0;0;0;0;0
2;1;528;-0,105327359;-4,761382232;97;117,5999985;263;4,699999809;0,322916667;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;612;-0,106580851;-5,419160848;101;115,0999985;267;5,599999905;0,321527778;124;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;0;0
2;1;517;-0,231993166;-5,030437922;101;117,5;257;5,199999809;0,346527778;124;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0
2;4;558;-0,263475405;-5,402377037;90;107;263;4,099999905;0,10625;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
1;4;507;-0,034253152;-4,654753687;94;121,5999985;271;3,099999905;0,120833333;130;0;0;0;0;0;4;0;5;0;0;0;0;0;0;0;0;0;0
1;4;518;-0,100632696;-5,327228711;96;123,9000015;273;4,599999905;0,085416667;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;1;471;-0,859956257;-4,614077764;103;115,0999985;255;5,400000095;0,0875;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;2;562;-0,229385025;-4,999096105;101;115,5;259;5,699999809;0,088888889;130;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
2;1;515;-0,403220438;-5,039365877;96;107,5999985;247;4,699999809;0,090972222;130;0;0;0;0;0;4;0;0;4;0;0;0;0;4;0;0;0;4
2;4;625;0,019658882;-5,180264025;97;115,3000031;263;5,699999809;0,092361111;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
1;4;552;-0,21966156;-5,068754445;99;120,3000031;267;4,5;0,09375;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
1;4;492;-0,14563999;-5,358714259;94;125,5;262;4,699999809;0,102083333;130;0;0;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0
2;4;586;-0,017583525;-5,405825574;93;117;248;5;0,080555556;130;0;0;0;0;0;4;3;4;3;0;0;0;0;0;0;0;0;0
2;2;522;-0,271880069;-5,286473308;99;116,9000015;262;5,099999905;0,104861111;130;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
2;4;555;-0,024451096;-4,953531598;90;114,4000015;264;4,400000095;0,078472222;130;0;0;0;0;0;4;0;4;0;0;4;0;0;0;0;0;0;0
1;4;588;-0,295148033;-5,441671051;94;127,6999969;272;3,599999905;0,107638889;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;1;572;-0,248851527;-5,242242924;97;114,0999985;261;5;0,109722222;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;4;553;0,003935225;-5,100932931;96;120,1999969;270;4,400000095;0,111111111;130;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
2;4;621;-0,226660395;-4,666629374;99;120;268;4,400000095;0,113194444;130;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0
2;4;522;-0,259822234;-5,378707409;97;118,0999985;261;5;0,113888889;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;4;539;-0,257437029;-5,030265909;94;115,6999969;273;4,5;0,115972222;130;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
1;4;523;-0,318118766;-4,945120687;94;127,4000015;267;4,300000191;0,117361111;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;4;583;-0,104990214;-6,081164615;96;116,9000015;263;5,599999905;0,036111111;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
1;4;590;-0,144845664;-5,492451593;93;116,6999969;257;4,699999809;0,103472222;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;6;0;0;0
2;4;631;-0,263556836;-5,21130599;96;115,9000015;269;5,5;0,063194444;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;4;496;0,028846694;-5,421145128;98;117,5;269;4,599999905;0,038194444;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;4;525;-0,052249448;-5,5192919;94;118,5;268;4;0,040277778;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
1;4;579;-0,299959752;-5,02861227;94;125,4000015;270;4;0,044444444;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;4;669;-0,222552243;-4,922631689;96;121,8000031;266;4,900000095;0,047222222;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
1;4;623;-0,226280752;-5,083526987;98;128,3000031;268;4,400000095;0,05;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
1;4;625;0,142264336;-5,25465042;101;127,5;283;3,799999952;0,052083333;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;1;521;-0,20272282;-5,334018579;98;115,3000031;254;4,900000095;0,05625;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;2;513;-0,315449948;-5,208843065;99;113,4000015;256;5,400000095;0,082638889;130;0;0;0;0;0;4;3;0;4;0;0;0;0;0;0;0;0;0
2;1;552;-0,282856849;-5,205246613;98;113,8000031;253;4,699999809;0,061805556;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
1;1;503;-0,527492676;-4,763372797;97;119,8000031;247;4,300000191;0,122916667;130;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
1;4;553;-0,167748856;-5,380788884;95;125,1999969;265;3,5;0,064583333;130;0;0;0;0;0;4;0;4;0;0;4;0;5;0;5;0;0;0
2;2;537;-0,173042705;-5,152134857;94;117,1999969;265;5,099999905;0,067361111;130;0;0;0;0;0;4;0;5;5;0;0;0;0;0;0;0;0;0
1;4;608;-0,334380732;-5,31750706;102;128,8999939;269;4,300000191;0,06875;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;4;598;-0,056864759;-4,986194902;95;111;269;5,699999809;0,070138889;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;4;607;-0,133898493;-5,418090758;98;121,8000031;260;4,400000095;0,071527778;130;0;0;0;0;0;4;4;0;0;0;0;0;0;0;4;0;0;0
1;4;549;-0,193748064;-5,284078544;93;126,6999969;264;5,099999905;0,072916667;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;2;642;-0,006108755;-5,348182221;102;123;277;4,300000191;0,076388889;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;4;690;-0,046890771;-5,167099898;95;115;268;5,599999905;0,077777778;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;4;532;-0,203696416;-5,057250999;92;114,5999985;265;5,900000095;0,060416667;130;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0
2;4;577;-0,240391121;-5,633896347;94;118;262;4;0,125694444;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;2;551;-0,046462367;-5,550320448;95;114,0999985;254;5;0,119444444;130;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
1;1;449;-0,244228113;-5,124955551;95;118,5;257;3,900000095;0,126388889;133;0;0;0;0;0;4;4;4;4;4;0;0;0;0;0;0;0;0
2;4;616;-0,143529476;-5,670929848;101;113,0999985;269;5,099999905;0,084722222;133;0;0;0;0;0;4;0;5;0;0;0;0;4;0;0;0;0;0
1;4;561;-0,089834445;-5,225149124;98;121,5999985;269;4,400000095;0,104166667;133;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
1;4;633;-0,4257727;-5,045082729;104;133,3000031;278;3,599999905;0,105555556;133;0;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0
2;4;510;-0,107327592;-4,82754421;96;109,5999985;262;5,400000095;0,111111111;133;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0
2;4;582;-0,338000121;-4,888106975;99;123,4000015;277;5,099999905;0,116666667;133;0;0;0;0;0;4;4;5;0;0;0;0;0;0;0;0;0;0
1;4;474;-0,152927323;-4,722186644;102;121,0999985;258;4;0,11875;133;0;0;0;0;0;4;0;0;4;4;0;0;0;0;0;0;0;0
1;1;520;-0,242846977;-5,410901726;101;124;265;4,5;0,120833333;133;0;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0
1;4;565;0,068927403;-5,281933888;100;128,6999969;266;4;0,124305556;133;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
2;4;551;-0,364814629;-5,068604667;99;121,4000015;281;3,900000095;0,128472222;133;0;0;0;0;0;4;0;0;4;0;0;4;0;0;0;0;0;0
1;4;562;-0,098975425;-5,499507408;102;128,1999969;267;3,700000048;0,129166667;133;0;0;0;0;0;4;4;0;4;0;0;0;4;6;0;6;0;6
2;4;530;-0,31179273;-4,957703231;101;121,0999985;272;5,199999809;0,130555556;133;0;0;0;0;0;4;4;10;0;0;0;0;0;0;0;0;0;0
1;4;623;-0,275819537;-5,183300771;101;132,6999969;268;4,400000095;0,083333333;133;0;0;0;0;4;4;4;4;4;0;0;0;0;0;0;0;0;0
2;4;552;-0,368007546;-4,715922917;100;113,5;273;5,5;0,122916667;133;0;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0
2;1;491;-0,174869716;-4,771427732;95;110,3000031;258;5,199999809;0,094444444;133;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
1;4;629;-0,141775462;-5,239539997;102;132;273;3,400000095;0,056944444;133;0;0;0;0;0;4;4;0;0;0;0;0;4;5;0;5;4;0
2;1;480;-0,139483197;-4,741778735;91;110,6999969;258;3,400000095;0,064583333;133;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
1;4;556;-0,140374125;-5,380555465;97;118,9000015;272;4;0,068055556;133;0;0;0;0;0;4;0;0;4;0;10;0;0;0;0;0;0;0
1;4;528;-0,068886267;-5,305324013;98;123,1999969;260;4;0,06875;133;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
1;4;611;-0,130415684;-5,658724469;101;125,6999969;263;3,400000095;0,083333333;133;0;0;0;0;0;4;4;4;0;0;0;0;0;0;0;0;0;0
1;1;478;-0,132171773;-5,10124235;99;123,1999969;258;4,300000191;0,090277778;133;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0
2;4;562;-0,265855898;-5,090370263;100;116,5;266;4,800000191;0,080555556;133;0;0;0;0;0;4;4;0;0;4;0;0;0;0;0;0;0;0
2;4;525;-0,212194049;-5,171978093;98;108,1999969;267;4,699999809;0,100694444;133;0;0;0;0;0;4;0;0;0;0;0;1;0;1;0;1;0;0
1;4;519;-0,207350067;-5,315442617;98;123,1999969;268;3,5;0,102777778;133;0;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0
1;4;536;-0,07011935;-5,392111247;98;126,5999985;264;3,799999952;0,1125;133;0;0;0;0;0;4;0;0;4;0;0;0;4;0;4;0;4;0
2;4;481;-0,346462743;-5,055183671;98;116;258;4,199999809;0,115277778;133;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0
2;4;604;-0,105092652;-5,526249434;106;121,1999969;269;4,400000095;0,052777778;133;0;0;0;0;0;4;0;4;0;4;0;0;0;0;0;0;0;0
2;4;519;-0,13475314;-4,977882508;98;118,0999985;267;4,599999905;0,054861111;133;0;0;0;0;0;4;4;0;4;0;0;0;0;0;0;0;0;0
2;4;595;-0,202920618;-5,409411415;101;120,3000031;264;5,800000191;0,109027778;133;0;0;0;0;0;4;4;0;4;10;0;0;0;0;0;0;0;0
1;4;600;-0,002354327;-5,729804581;105;130,8999939;266;2,900000095;0,088194444;133;0;0;0;0;0;4;4;0;0;0;0;0;0;0;4;0;0;0
1;4;607;-0,307645212;-5,082439025;97;117,9000015;263;3,299999952;0,169444444;111;0;0;0;0;0;0;0;0;0;0;7;0;7;7;7;0;7;0
2;4;578;-0,30513218;-5,511987615;98;120,5999985;262;5,099999905;0,190277778;110;0;0;0;0;0;0;0;0;0;0;7;0;7;7;7;0;7;0
2;4;525;-0,221011102;-5,192162885;93;114,8000031;268;4,800000191;0,161111111;111;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0
1;4;539;-0,468671867;-4,835329072;98;122,1999969;275;3,5;0,104861111;90;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0
1;4;673;-0,174879033;-5,190639352;97;128,3000031;270;3,5;0,177777778;77;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;3;0
2;4;624;0,071458964;-5,133121059;97;117,3000031;283;4,900000095;0,155555556;111;0;0;0;0;0;0;0;0;0;0;7;0;7;7;7;0;7;0
2;4;560;-0,175772745;-4,911745844;98;118,9000015;258;4,300000191;0,09375;85;0;0;0;0;0;0;0;0;0;0;0;7;7;0;7;0;0;0
2;4;529;-0,168360068;-5,126396085;94;116,8000031;260;4,800000191;0,190972222;110;0;0;0;0;0;0;0;0;0;0;7;0;0;7;7;0;7;0
2;4;520;-0,249589073;-5,370017681;95;115,9000015;274;3,299999952;0,106944444;90;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
2;4;534;-0,301511301;-4,959762963;94;107;275;4,5;0,215277778;110;0;0;0;0;0;0;0;0;0;0;7;0;7;7;7;0;1;0
2;4;510;-0,076263978;-4,898392438;92;114,0999985;259;4,5;0,19375;110;0;0;0;0;0;0;0;0;0;0;7;0;0;7;0;0;0;0
2;4;512;-0,262563355;-5,318496998;96;116,5999985;266;4,599999905;0,109027778;90;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1
2;4;552;-0,267240445;-4,960510908;94;119;258;6,400000095;0,189583333;79;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0
1;2;550;-0,200457146;-4,93553918;97;125,0999985;263;3;0,061805556;47;0;0;0;0;0;0;0;0;0;0;3;0;5;5;5;0;0;0
2;2;587;-0,078647742;-4,831242777;102;111;264;4,599999905;0,158333333;111;0;0;0;0;0;0;0;0;0;0;9;0;0;6;6;0;9;0
1;2;551;0,023181978;-5,202389348;97;124,8000031;264;3,700000048;0,145138889;81;0;0;0;0;0;0;0;0;0;0;6;0;0;6;6;6;0;0
2;4;557;-0,080120483;-5,274219815;98;118,0999985;260;5,699999809;0,067361111;76;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;2;559;-0,128260517;-4,844501997;95;112,0999985;255;4,900000095;0,064583333;76;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0
1;4;522;-0,387197232;-4,741358303;99;127,0999985;268;4;0,197916667;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;6;0;0
2;4;571;-0,302095545;-4,919980926;98;114,4000015;276;4,199999809;0,215972222;77;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0
1;1;567;-0,108648978;-4,337660632;102;121,3000031;264;3,5;0,214583333;77;0;0;0;0;0;0;0;0;0;0;0;5;5;0;6;0;6;6
2;1;570;-0,022272635;-4,81803891;98;121,4000015;251;4,400000095;0,209722222;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;2;611;0,026509779;-4,910814959;95;117,4000015;262;4,5;0,205555556;77;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0
2;4;586;-0,268016278;-4,912654886;99;118,5999985;265;4,5;0,204166667;77;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;5;0;5
2;4;599;-0,059326201;-5,034710952;95;115,3000031;263;5,199999809;0,222222222;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;0;0;0
2;4;549;-0,217037994;-5,022661455;100;115,9000015;259;4,699999809;0,194444444;77;0;0;0;0;0;0;0;0;0;0;0;5;0;6;0;0;0;0
2;4;596;-0,413404522;-5,136887169;95;121,6999969;270;4,199999809;0,191666667;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;4;607;-0,096454476;-5,07156153;101;126,0999985;272;3,400000095;0,188888889;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5;0;0
2;4;573;-0,07496551;-5,110911478;98;110,1999969;266;4,800000191;0,186805556;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;0;0;0
1;2;591;-0,354464641;-5,148835259;98;129,6000061;282;3,099999905;0,184027778;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;4;578;-0,252046359;-5,0318893;98;117,4000015;270;4,900000095;0,200694444;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;4;581;-0,188799815;-4,792137795;103;126,1999969;273;4,199999809;0,236111111;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;4;594;-0,217492313;-4,874003863;99;123,3000031;266;5,199999809;0,252083333;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;4;592;-0,220405843;-4,918802931;98;125,8000031;257;4,400000095;0,25;77;0;0;0;0;0;0;0;0;0;0;0;5;0;6;3;6;3;6
1;4;580;-0,142830658;-5,065333895;95;123;272;3,599999905;0,247916667;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
