SexN;AgeN;MS;LogitH;LogitB;TA;TH;WL;BH;HT;DS;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T33;T34;T35;T36;T37;T38;T39;T40
1;3;561;-0,186570855;-5,263661221;99;132,5;270;2,799999952;0,076388889;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;3;553;-0,201844223;-4,995060082;98;117,6999969;256;5,300000191;0,113888889;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;3;0
2;4;647;-0,294865872;-5,111987789;99;116,6999969;263;4;0,111111111;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;0;9;0
1;1;416;-0,239291538;-5,334006209;94;112;251;4,300000191;0,106944444;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0
2;3;540;-0,171738189;-5,389723832;99;111;262;4,900000095;0,104166667;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;4;508;-0,240901904;-4,902694964;95;122,0999985;263;5,099999905;0,119444444;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0
1;4;628;-0,245122458;-5,279707777;99;132,8000031;265;3,400000095;0,099305556;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;0;0
1;4;634;-0,271045161;-5,075798621;99;126,5999985;267;5,400000095;0,093055556;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;2;518;-0,218360488;-4,913879626;90;115,8000031;265;4,300000191;0,090972222;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;539;-0,415109682;-5,124234506;92;117,6999969;269;5,300000191;0,083333333;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;3;536;-0,133208968;-5,010938279;95;122,4000015;255;3,700000048;0,08125;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;2;528;-0,362285168;-4,654288703;95;113,8000031;255;5;0,140972222;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0
1;4;518;-0,240672365;-5,267858159;92;127,0999985;252;3,599999905;0,161111111;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;4;604;-0,207397244;-5,309431842;98;114,4000015;272;4,800000191;0,158333333;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;571;-0,116636904;-5,32300998;98;125,4000015;265;3,299999952;0,155555556;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0
2;4;560;-0,2137617;-5,17865757;98;119,5999985;263;4,199999809;0,153472222;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0
2;4;512;-0,257090238;-5,076957937;97;111,0999985;259;5,199999809;0,151388889;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;5
2;2;615;-0,29305554;-5,192956851;103;117;272;4,900000095;0,14375;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0
2;2;525;-0,328787714;-5,178141765;97;119;257;4,900000095;0,163194444;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;3;568;-0,043837701;-5,272697854;95;123,3000031;270;3,799999952;0,138888889;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;4;521;-0,235176132;-5,142540365;95;113,8000031;259;4,5;0,136805556;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;3;0
2;4;680;-0,018535658;-5,165086681;108;129;258;4;0,126388889;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;3;0
2;4;569;-0,306507448;-5,173635589;99;118,6999969;273;5,199999809;0,123611111;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;4;470;-0,172519646;-5,04576841;101;111,8000031;256;4,199999809;0,047222222;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;593;-0,327212911;-4,404393665;103;138,3000031;272;2,599999905;0,034722222;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;0;0
1;2;506;-0,188730255;-4,881719086;91;118,0999985;261;4,900000095;0,063888889;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;1;525;-0,103836512;-4,477877794;95;115,9000015;244;3,900000095;0,061805556;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;1;519;-0,140261568;-5,042887338;97;124,8000031;252;3,299999952;0,058333333;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;0
1;4;532;-0,334818148;-5,156329265;95;117;262;4,699999809;0,056944444;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;1;554;-0,374961654;-4,837163352;99;130,3000031;268;3,900000095;0,053472222;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;2;570;-0,226221312;-4,718498872;94;110,5999985;262;4;0,067361111;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;583;-0,187887256;-5,064176061;97;124,5999985;262;3,299999952;0,069444444;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;1;535;-0,272115682;-4,522902784;97;118;252;3,299999952;0,045833333;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;4;0
2;2;491;-0,236291127;-4,831343625;97;111,9000015;262;3,799999952;0,044444444;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;0
2;1;572;0,028651762;-4,910507974;97;117,4000015;257;5,199999809;0,044444444;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;1;628;-0,092200091;-4,992697594;101;114,9000015;260;5,099999905;0,041666667;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;3;613;-0,163668896;-4,423713121;98;127,5999985;270;3,700000048;0,040277778;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;1;631;-0,177806877;-4,642217322;106;121,8000031;267;4,199999809;0,038194444;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0
1;4;624;-0,193009701;-5,098340875;99;131;260;3,700000048;0,034722222;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;1;622;-0,181888281;-4,861302051;100;125,3000031;258;4,300000191;0,051388889;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;0
2;3;499;-0,107642034;-5,099601281;98;109,5;250;4,400000095;0,086111111;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;4;578;-0,328854006;-4,945866293;97;121,1999969;257;4,800000191;0,1;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;3;562;-0,088300683;-5,306891613;99;124,6999969;264;2,5;0,097916667;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;2;0
2;4;538;-0,240369559;-5,027983933;98;121,9000015;257;4,699999809;0,095138889;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;0
1;3;536;-0,370850759;-4,932158819;101;118,1999969;267;3,400000095;0,093055556;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;1;551;-0,373173604;-4,938576503;96;124;250;4,099999905;0,091666667;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;4;0
2;1;581;0,05353002;-5,053750309;92;109,1999969;259;4,400000095;0,065277778;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;557;-0,342114001;-5,364050027;100;132,6000061;264;3,099999905;0,088194444;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;1;549;0,1336663;-4,984113849;98;111,5999985;264;5,300000191;0,081944444;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;6;0
2;4;581;-0,238302534;-5,059160873;96;115,0999985;266;5,099999905;0,080555556;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;4;524;-0,196363914;-5,107597002;93;117,5;264;5;0,079166667;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;2;612;-0,291527662;-4,977499733;97;126,8000031;266;4,300000191;0,075694444;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;4;0
2;3;602;-0,160085415;-4,869517595;94;106,5999985;260;4,800000191;0,073611111;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0
2;4;597;-0,260231815;-4,500351529;91;109,8000031;266;4,699999809;0,072222222;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0
2;3;582;-0,271256438;-5,26837349;98;122,4000015;266;4,800000191;0,089583333;47;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;609;-0,16860286;-5,144053043;96;129,6999969;272;3;0,067361111;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;3;0
1;4;622;-0,004848494;-5,263299574;98;127,0999985;263;2,799999952;0,054166667;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;3;0
1;4;557;-0,283116271;-4,970759822;95;121,1999969;264;3,400000095;0,08125;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0
2;2;617;-0,268221606;-4,92914226;98;117,0999985;267;4,800000191;0,079861111;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0
1;4;605;0,02509542;-5,42369057;98;126;261;3,099999905;0,077777778;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;3;0
1;2;662;-0,266466233;-5,330905556;96;132,1000061;273;2,400000095;0,075694444;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;0
2;4;621;-0,251899052;-4,715186513;96;121,1999969;273;4,400000095;0,073611111;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0
2;4;561;-0,135012874;-4,871373226;100;113,0999985;256;5;0,072916667;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0
1;4;637;-0,455924108;-5,265851566;96;121,4000015;265;3;0,085416667;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;602;-0,226736062;-5,020729107;97;129,6000061;270;3,5;0,06875;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0
1;4;646;0,011263192;-5,082214192;98;132,5;267;4,599999905;0,065972222;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0
1;4;635;-0,156620974;-4,692459302;98;131,5;268;3,900000095;0,064583333;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;5
1;4;605;-0,04392598;-5,124813959;93;123,5999985;268;3;0,063194444;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;624;0,044275109;-4,982464417;97;123,8000031;262;3,700000048;0,061805556;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;5;3;0
2;4;647;0,076817939;-4,70392271;94;113,5;259;3,799999952;0,059027778;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;0
1;4;602;-0,211941805;-4,760177642;96;125,5999985;257;3,200000048;0,057638889;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;3;0
1;2;558;-0,103521858;-4,943837813;100;120,5999985;253;4;0,055555556;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;0
1;4;569;-0,330432865;-4,98074866;95;117,9000015;256;3,799999952;0,070833333;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;5;3;0
1;4;654;-0,144915621;-5,27164912;95;129,1000061;262;3,200000048;0,102083333;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0
1;3;590;-0,113040957;-4,94657529;98;116,8000031;265;4;0,116666667;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;2;0
1;4;633;-0,157206639;-5,391218229;100;130,8000031;263;3,700000048;0,114583333;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;534;-0,169316686;-5,421364301;94;122,5999985;260;3,599999905;0,113194444;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;596;-0,195830929;-4,872257009;98;126,4000015;256;2,900000095;0,1125;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0
1;2;556;-0,002285715;-4,856937187;98;129,3000031;253;3,400000095;0,109722222;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;640;-0,080088851;-5,440395464;99;131,5;266;2,900000095;0,108333333;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;3;574;-0,134936562;-4,968979619;94;127,0999985;266;3,5;0,106944444;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;624;-0,165249573;-5,194899408;98;123,9000015;272;3,299999952;0,083333333;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;0;5;5
1;4;580;-0,315745139;-5,156589207;93;128,1000061;267;3,400000095;0,103472222;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0
1;4;659;-0,378053511;-5,241189912;100;124,6999969;266;3;0,11875;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;4;554;0,008815808;-5,034884349;96;119;256;3,900000095;0,1;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0
2;4;489;-0,158776479;-5,076593263;96;117,1999969;257;5,599999905;0,098611111;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0
1;3;576;-0,091627542;-5,202849279;99;136;277;2,900000095;0,097222222;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
2;4;552;-0,350388194;-4,765586907;94;108,6999969;254;4,300000191;0,095138889;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
1;4;610;-0,25538499;-4,856826436;97;130,8000031;258;3,400000095;0,092361111;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;4;5;4;0
1;4;568;-0,171815516;-5,393324471;93;130,1000061;258;2,299999952;0,090972222;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0
2;4;614;-0,08813687;-5,035771267;98;112,5;253;4,900000095;0,088888889;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0
1;3;539;-0,09324554;-5,093192321;96;122,1999969;265;4,199999809;0,105555556;48;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0
1;4;694;-0,340442208;-4,752575478;102;131,1999969;266;3;0,016666667;97;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6
2;4;546;-0,183958584;-4,664668855;99;121,3000031;268;5;0,029166667;97;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;6;6
1;4;581;-0,090514007;-4,976273866;99;130,6000061;266;3,299999952;0,038888889;97;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;0
1;4;579;-0,166465214;-5,360117768;98;137,5;268;2,700000048;0,104166667;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;582;-0,220851364;-5,162678491;94;116;274;5;0,065277778;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;558;-0,127096258;-5,246714427;93;113,8000031;272;4,900000095;0,066666667;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;3;4
2;4;559;-0,128425789;-5,148075703;93;109,0999985;266;5,400000095;0,068055556;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;643;-0,216964335;-5,255962335;96;116,5;271;4,599999905;0,069444444;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4
2;4;549;0,011186457;-5,234963329;98;120,5999985;262;4;0,072222222;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0
2;4;663;-0,109395321;-5,22065608;97;116,5999985;270;5,199999809;0,073611111;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0
1;4;564;-0,106197255;-5,452263945;94;127,9000015;260;2,700000048;0,074305556;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
1;2;550;-0,236785919;-4,909307041;93;117,9000015;253;2,700000048;0,063888889;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;588;-0,176810733;-5,253145648;96;115;262;5,900000095;0,102083333;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;602;-0,181422074;-5,139506723;98;117,9000015;267;4,5;0,059027778;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;6;0;6
2;4;505;-0,160317591;-5,297379426;95;120,5;263;4,699999809;0,105555556;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
1;4;534;-0,055155558;-4,997962742;91;123,5999985;262;2,5;0,106944444;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;0;0
2;4;529;-0,076867094;-4,79149606;98;110;258;4,400000095;0,108333333;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0
2;4;615;-0,148996029;-5,069503004;98;113,5999985;269;4,699999809;0,109722222;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;0
2;4;601;-0,088455421;-5,037879816;87;111,4000015;260;5,900000095;0,095833333;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;4
2;4;573;-0,349511539;-5,242334732;97;112;262;5;0,079166667;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4
2;4;587;-0,219000614;-5,203428151;96;116,0999985;257;4,699999809;0,08125;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;655;-0,243622083;-5,171380721;105;111,5;272;5,300000191;0,085416667;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;619;-0,251784463;-5,245474886;99;119,1999969;272;4,599999905;0,090972222;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0
2;4;634;0,058112764;-4,984229093;98;113,9000015;262;5,900000095;0,092361111;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;4
2;2;645;0,033382794;-4,696977735;94;117,5999985;267;4,099999905;0,0625;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;3;4
1;4;528;-0,075195816;-5,255041383;95;121,9000015;270;4;0,094444444;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;4
2;4;645;-0,199725248;-5,176463556;97;121,4000015;265;5,300000191;0,097222222;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4
2;4;615;-0,111295251;-5,121140448;91;119;268;4,400000095;0,098611111;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4
2;4;567;-0,304821582;-6,939899734;93;118,5;264;4,599999905;0,1;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;550;-0,138629897;-5,053926963;94;114,6999969;260;5,5;0,101388889;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;616;-0,165477241;-5,048843348;95;120,0999985;265;4,400000095;0,057638889;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;601;-0,102789552;-4,967495801;100;115,6999969;276;4,800000191;0,088194444;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;8;0;0
2;4;596;-0,131724707;-5,216632687;95;111,5999985;264;4,199999809;0,061111111;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;566;-0,245480106;-5,377920416;93;114,4000015;270;4,5;0,158333333;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;0
2;4;518;-0,167054085;-5,02208465;93;114,8000031;262;3,799999952;0,145833333;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;5;0;1
2;4;581;-0,103330058;-5,094718411;97;116,5;267;5,099999905;0,147222222;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;0
1;4;626;-0,228202699;-5,260859804;96;122,8000031;268;4,599999905;0,15;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;566;-0,260326621;-5,323924196;98;115,5999985;266;4,199999809;0,151388889;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4
2;4;538;-0,153744753;-5,184094164;93;115,0999985;259;4,5;0,152777778;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;525;-0,175654866;-5,38876727;96;115,6999969;256;5,400000095;0,154166667;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
1;4;537;-0,253574669;-5,311665383;94;122,6999969;265;4,300000191;0,142361111;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0
2;4;558;-0,313315113;-4,970444413;96;119,1999969;256;4,5;0,156944444;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;4
2;4;590;-0,048366525;-5,366287492;96;117,8000031;273;5;0,161805556;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0
2;4;561;-0,327268149;-5,609804741;95;117,8000031;271;5,099999905;0,159027778;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4
1;1;477;-0,117498824;-5,270280935;97;120,5999985;250;2,099999905;0,160416667;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;5;5
1;4;539;-0,22013603;-5,697764402;98;124,5999985;267;2,5;0,165972222;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
1;4;580;-0,293802979;-5,717356594;100;121,4000015;267;4,800000191;0,167361111;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4
1;4;576;-0,023299644;-5,039114765;97;121,3000031;268;3,099999905;0,082638889;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
1;4;561;-0,23451519;-5,77981716;99;128,3000031;265;3,900000095;0,16875;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0
2;4;531;-0,257341355;-5,434729223;89;108,6999969;251;3,5;0,118055556;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;582;-0,095900324;-5,369086438;95;116,4000015;260;4,099999905;0,120138889;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;0
2;4;586;-0,162916465;-5,453793699;97;113,9000015;274;6,300000191;0,164583333;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;3;0
1;4;572;-0,216983093;-5,550571525;99;127,4000015;261;2;0,140972222;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;5
1;4;643;-0,093526058;-4,953476881;98;132,8000031;267;3,599999905;0,11875;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;599;-0,176242511;-5,11499531;97;114,1999969;262;4,699999809;0,120833333;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;608;-0,184645981;-5,800001331;97;120,1999969;274;4,900000095;0,122222222;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0
2;4;545;-0,307850249;-5,35953005;95;120,9000015;275;4;0,127083333;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;4;3;0
2;4;616;-0,167210209;-5,076735095;96;110,5;266;4,5;0,140277778;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;530;-0,226049926;-5,248570862;100;118,8000031;257;5,199999809;0,129166667;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0
1;1;503;-0,189696562;-5,496537509;98;119,8000031;265;2;0,138888889;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0
1;4;558;-0,177423588;-5,34472374;96;123,4000015;266;4,099999905;0,131944444;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
1;4;600;-0,251389857;-5,344425366;104;121,1999969;267;4,199999809;0,133333333;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0
2;4;545;-0,258064903;-5,459017977;97;111,6999969;273;4,199999809;0,128472222;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0
2;4;568;-0,071121503;-5,495274883;97;116;265;5,099999905;0,1375;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;0
2;4;644;-0,078125355;-5,574685679;96;119,4000015;276;5,599999905;0,136111111;86;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4
1;4;551;-0,113243036;-5,169346985;100;130,6000061;258;3,5;0,110416667;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;4;520;-0,213706901;-4,985783577;98;123,6999969;270;5;0,236805556;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;2;492;-0,259390888;-4,789033763;100;125,5;268;4,599999905;0,229861111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
1;4;535;-0,272270948;-5,23672188;96;131,6000061;265;4,400000095;0,284722222;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;580;-0,238575403;-4,968476937;102;118,4000015;261;6,300000191;0,086111111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;4;500;-0,109690866;-5,037837688;97;121,8000031;271;5,400000095;0,225694444;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;2;510;-0,211217042;-4,811312896;96;121,8000031;263;4,800000191;0,13125;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1
2;4;511;-0,354171814;-4,622085142;92;113,4000015;258;5,5;0,121527778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
2;4;645;-0,295916558;-5,14249863;101;122,5;270;5,800000191;0,113194444;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
1;2;552;-0,350081318;-4,722953221;102;123,6999969;270;4,900000095;0,123611111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
2;2;491;-0,29104827;-5,102634213;97;117,5;257;3;0,120138889;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
1;4;539;-0,311656618;-5,095349349;98;126,9000015;269;4;0,118055556;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0
2;4;504;-0,212204149;-4,925440448;97;112,3000031;266;5,400000095;0,116666667;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;514;-0,13845347;-5,08935845;91;108,0999985;258;5,5;0,115277778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;557;-0,255973848;-5,018658577;102;127,3000031;270;4,599999905;0,129861111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;2;546;-0,072452042;-4,367519743;99;112,5999985;263;5,5;0,072222222;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1
2;4;554;-0,210379509;-4,83106856;98;114,4000015;259;6,300000191;0,090277778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
2;4;555;-0,342229519;-4,740028823;99;109,6999969;256;5,099999905;0,084027778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;508;-0,183417447;-4,889145397;99;117,3000031;255;6,300000191;0,079861111;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2;4;510;-0,326498048;-4,996085513;95;116,6999969;265;4,599999905;0,077777778;79;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
