"WaderBirdID","ObsCatchNr.x","BirdId.x","FirstCode","Code.x","BillShape","BH"
"STEX5367706",92,757,"LR-GCWE","LR-GCWE","H",5.199999809
"STEX5367736",92,758,"LR-GHWE","LR-GHWE","B",6.300000191
"STEX5367738",92,759,"LR-GHWN","LR-GHWN","B",5.300000191
"STEX5367743",92,760,"LR-GHWQ","LR-GHWQ","PB",4.400000095
"STEX5367741",92,761,"LR-GHWB","LR-GHWB","PB",4.599999905
"STEX5367742",92,762,"LR-GHWL","LR-GHWL","B",6.099999905
"STEX5367739",92,763,"LR-GHWK","LR-GHWK","HB",5.300000191
"STEX5367703",92,764,"LR-GBWZ","LR-GBWZ","P",3.900000095
"STEX5367703",66900365,764,"LR-GBWZ","BRB-C8OJ","P",3
"STEX5367727",92,765,"LR-GEWN","LR-GEWN","B",5.800000191
"STEX5367704",92,766,"LR-GCWB","LR-GCWB","HB",5.300000191
"STEX5367729",92,767,"LR-GEWP","LR-GEWP","B",5.5
"STEX5367729",389,767,"LR-GEWP","LR-GEWP","PB",5
"STEX5367714",92,769,"LR-GCWS","LR-GCWS","PB",4.800000191
"STEX5367716",92,770,"LR-GCWT","LR-GCWT","PB",4.599999905
"STEX5367717",92,771,"LR-GCWY","LR-GCWY","HB",4.900000095
"STEX5367720",92,772,"LR-GEWB","LR-GEWB","B",6.099999905
"STEX5367719",92,775,"LR-GEWA","LR-GEWA","B",5.300000191
"STEX5367719",389,775,"LR-GEWA","LR-GEWA","PB",4.699999809
"STEX5367705",92,776,"LR-GCWA","LR-GCWA","B",5.300000191
"STEX5367758",92,778,"LR-GJWN","LR-GJWN","PB",4.699999809
"STEX5367748",92,785,"LR-GHWY","LR-GHWY","B",5.699999809
"STEX5367740",92,786,"LR-GHWJ","LR-GHWJ","H",6
"STEX5367737",92,788,"LR-GHWC","LR-GHWC","H",5.699999809
"STEX5367737",389,788,"LR-GHWC","LR-GHWC","PB",5.300000191
"STEX5367733",92,792,"LR-GEWZ","LR-GEWZ","PB",5
"STEX5367732",92,793,"LR-GEWT","LR-GEWT","PB",3.900000095
"STEX5367731",92,794,"LR-GEWY","LR-GEWY","P",3.799999952
"STEX5367730",92,795,"LR-GEWS","LR-GEWS","PB",4.5
"STEX5367766",92,807,"LR-GKWE","LR-GKWE","B",5.5
"STEX5332806",92,815,"LR-RAYT","LR-RAYT","P",3.900000095
"STEX5332814",92,816,"LR-GAWA","LR-GAWA","B",5.099999905
"STEX5259353",92,819,"LR-LREB","LR-LREB","B",5.099999905
"STEX5192542",92,820,"LR-LOTR","LR-LOTR","HB",5.099999905
"STEX5332820",92,821,"LR-RCYE","LR-RCYE","PB",4.5
"STEX5259432",92,822,"LR-LGAB","LR-LGAB","PB",4.599999905
"STEX5202310",92,824,"LR-RQYZ","LR-RQYZ","B",5.800000191
"STEX5192352",92,826,"LR-RYQB","LR-RYQB","PB",4.5
"STEX5332809",92,827,"LR-YERB","LR-YERB","HB",6.199999809
"STEX5237236",92,828,"LR-RRKG","LR-RRKG","B",5
"STEX5367815",389,901,"LR-GPWJ","LR-GPWJ","PB",4.800000191
"STW984",364,984,"LY-GAOZ","LY-GAOZ","B",4.699999809
"STW985",364,985,"LY-GAOY","LY-GAOY","B",5.5
"STW986",364,986,"LY-GAOT","LY-GAOT","P",3.5
"STW987",364,987,"LY-GAOS","LY-GAOS","B",5.199999809
"STW988",364,988,"LY-GAOQ","LY-GAOQ","B",5.199999809
"STW989",364,989,"LY-GAOP","LY-GAOP","P",4
"STW990",364,990,"LY-GAON","LY-GAON","B",6.199999809
"STW991",364,991,"LY-GAOL","LY-GAOL","PB",4.400000095
"STW992",364,992,"LY-GAOK","LY-GAOK","PB",4.5
"STW994",364,994,"LY-GAOH","LY-GAOH","PB",4.199999809
"STW995",364,995,"RB-GZWS","RB-GZWS","P",4
"STW996",364,996,"RB-GZWB","RB-GZWB","B",5.5
"STW997",364,997,"RB-GZWC","RB-GZWC","PB",5.199999809
"STW998",364,998,"RB-GZWE","RB-GZWE","PB",4.800000191
"STW999",364,999,"RB-GZWH","RB-GZWH","PB",4.900000095
"STW1000",364,1000,"RB-GZWJ","RB-GZWJ","B",5.199999809
"STW1001",364,1001,"RB-GZWK","RB-GZWK","PB",4.400000095
"STW1002",364,1002,"RB-GZWL","RB-GZWL","P",4.099999905
"STW1003",364,1003,"RB-GZWN","RB-GZWN","PB",4.699999809
"STW1004",364,1004,"RB-GZWA","RB-GZWA","H",6.599999905
"STW1005",364,1005,"RB-GZWQ","RB-GZWQ","B",5
"STW1006",364,1006,"LY-YQGK","LY-YQGK","PB",4.300000191
"STW1007",364,1007,"RB-GZWT","RB-GZWT","B",4.900000095
"STW1008",364,1008,"RB-GZWY","RB-GZWY","P",3.200000048
"STW1009",364,1009,"RB-GZWZ","RB-GZWZ","PB",4.599999905
"STW1010",364,1010,"LY-YQGA","LY-YQGA","B",5.5
"STW1011",364,1011,"LY-YQGB","LY-YQGB","PB",4.699999809
"STW1012",364,1012,"LY-YQGC","LY-YQGC","B",5.599999905
"STW1013",364,1013,"LY-YQGE","LY-YQGE","PB",4.800000191
"STW1014",364,1014,"LY-YQGH","LY-YQGH","B",5.699999809
"STW1015",364,1015,"LY-YQGJ","LY-YQGJ","PB",4.199999809
"STW1016",364,1016,"RB-GZWP","RB-GZWP","PB",4.699999809
"STW1018",364,1018,"LY-YQGL","LY-YQGL","PB",4.900000095
"STW1019",364,1019,"RB-GYWA","RB-GYWA","PB",4.699999809
"STW1021",364,1021,"RB-GTWC","RB-GTWC","PB",4.5
"STW1022",364,1022,"RB-GTWB","RB-GTWB","PB",4.400000095
"STW1023",364,1023,"RB-GYWC","RB-GYWC","PB",5.099999905
"STW1025",364,1025,"RB-GYWE","RB-GYWE","B",5.300000191
"STW1026",364,1026,"LY-YQGT","LY-YQGT","PB",4.800000191
"STW1027",364,1027,"LY-YQGY","LY-YQGY","PB",4.900000095
"STW1028",364,1028,"LY-YQGS","LY-YQGS","PB",4.800000191
"STW1029",364,1029,"LY-YQGQ","LY-YQGQ","P",4.099999905
"STW1030",364,1030,"LY-YQGP","LY-YQGP","P",4.400000095
"STW1031",364,1031,"LY-YQGN","LY-YQGN","P",4.300000191
"STW1032",364,1032,"RB-GTWA","RB-GTWA","P",4.400000095
"STW1033",364,1033,"RB-GYWQ","RB-GYWQ","B",5.699999809
"STW1035",364,1035,"LY-GBOB","LY-GBOB","P",3.900000095
"STW1036",364,1036,"LY-GBOA","LY-GBOA","P",4.199999809
"STW1037",364,1037,"RB-GYWZ","RB-GYWZ","P",4.599999905
"STW1038",364,1038,"RB-GYWY","RB-GYWY","P",4.199999809
"STW1039",364,1039,"RB-GYWB","RB-GYWB","PB",4.800000191
"STW1041",364,1041,"LY-GBOE","LY-GBOE","PB",5.199999809
"STW1043",364,1043,"RB-GYWN","RB-GYWN","B",5.599999905
"STW1044",364,1044,"RB-GYWL","RB-GYWL","B",5.300000191
"STW1045",364,1045,"RB-GYWK","RB-GYWK","P",4.300000191
"STW1046",364,1046,"RB-GYWJ","RB-GYWJ","B",6
"STW1047",364,1047,"RB-GYWH","RB-GYWH","H",6.199999809
"STW1075",387,1075,"LB-LJRC","LB-LJRC","PB",4.900000095
"STW1076",387,1076,"LY-GBOL","LY-GBOL","B",5.5
"STW1077",387,1077,"LB-YHGA","LB-YHGA","B",5.5
"STW1079",387,1079,"LB-LJRZ","LB-LJRZ","B",5.300000191
"STW1080",387,1080,"LB-LJRT","LB-LJRT","P",3.799999952
"STW1081",387,1081,"LB-LJRY","LB-LJRY","B",5.599999905
"STW1082",387,1082,"LB-LJRS","LB-LJRS","PB",4.5
"STW1083",387,1083,"LB-LJRQ","LB-LJRQ","B",5.900000095
"STW1084",387,1084,"LB-LJRP","LB-LJRP","PB",4.900000095
"STW1085",387,1085,"LB-LJRN","LB-LJRN","P",4.199999809
"STW1086",387,1086,"LB-LJRL","LB-LJRL","P",4
"STW1087",387,1087,"LB-LJRK","LB-LJRK","P",3.900000095
"STW1087",395,1087,"LB-LJRK","LB-LJRK","P",3.599999905
"STW1088",387,1088,"LB-LJRJ","LB-LJRJ","PB",4.800000191
"STW1089",387,1089,"LB-YHGH","LB-YHGH","P",4
"STW1090",387,1090,"LY-GBOY","LY-GBOY","P",4
"STW1091",387,1091,"LY-GBOH","LY-GBOH","P",3.299999952
"STW1092",387,1092,"LY-GBOK","LY-GBOK","PB",5.300000191
"STW1093",387,1093,"LY-GBOS","LY-GBOS","B",5.900000095
"STW1094",387,1094,"LY-GBOT","LY-GBOT","P",3.599999905
"STW1095",387,1095,"LY-GBOJ","LY-GBOJ","H",6.099999905
"STW1096",387,1096,"LB-LJRH","LB-LJRH","P",3.900000095
"STW1097",387,1097,"LY-GBOZ","LY-GBOZ","B",5.599999905
"STW1098",387,1098,"LB-LJRE","LB-LJRE","B",5.400000095
"STW1099",387,1099,"LY-GBON","LY-GBON","B",5.900000095
"STW1100",387,1100,"LY-GBOP","LY-GBOP","P",3.799999952
"STW1101",387,1101,"LB-LJRA","LB-LJRA","B",5.900000095
"STW1102",387,1102,"LB-LJRB","LB-LJRB","PB",5
"STW1104",387,1104,"LY-GBOQ","LY-GBOQ","B",6.300000191
"STW1105",387,1105,"RY-YZGH","RY-YZGH","B",5.599999905
"STW1106",387,1106,"LY-LSRE","LY-LSRE","B",5.599999905
"STW1107",387,1107,"LY-LSRC","LY-LSRC","PB",5.199999809
"STW1108",387,1108,"LY-LSRB","LY-LSRB","B",5.199999809
"STW1109",387,1109,"LY-LSRA","LY-LSRA","PB",4.900000095
"STW1110",387,1110,"RY-YZGZ","RY-YZGZ","B",5.300000191
"STW1111",387,1111,"RY-YZGY","RY-YZGY","P",3.400000095
"STW1112",387,1112,"RY-YZGN","RY-YZGN","P",4
"STW1113",387,1113,"RY-YZGT","RY-YZGT","B",5.300000191
"STW1114",387,1114,"RY-YZGP","RY-YZGP","P",4.199999809
"STW1115",387,1115,"RY-YZGS","RY-YZGS","B",5.800000191
"STW1116",387,1116,"RY-YZGQ","RY-YZGQ","PB",5.099999905
"STW1117",387,1117,"RY-YZGK","RY-YZGK","P",4.099999905
"STW1118",387,1118,"RY-YZGC","RY-YZGC","PB",4.800000191
"STW1119",387,1119,"LB-YHGE","LB-YHGE","PB",5.699999809
"STW1121",387,1121,"LB-YHGC","LB-YHGC","HB",6.300000191
"STW1122",387,1122,"LB-YHGK","LB-YHGK","P",3.900000095
"STW1123",387,1123,"LB-YHGL","LB-YHGL","B",5.5
"STW1124",387,1124,"LB-YHGP","LB-YHGP","B",5.599999905
"STW1125",387,1125,"LB-YHGQ","LB-YHGQ","P",4.199999809
"STW1127",387,1127,"LB-YHGS","LB-YHGS","P",3.900000095
"STW1129",387,1129,"LB-YHGY","LB-YHGY","B",5.800000191
"STW1131",387,1131,"RY-YZGB","RY-YZGB","B",5.699999809
"STW1133",387,1133,"RY-YZGE","RY-YZGE","P",4.599999905
"STW1134",387,1134,"LY-LSRH","LY-LSRH","B",5.300000191
"STW1135",387,1135,"LB-YHGN","LB-YHGN","B",4.900000095
"STEX5367829",389,1136,"LR-GBOE","LR-GBOE","P",3.200000048
"STEX5259425",389,1137,"LR-RGAB","LR-RGAB","P",4.099999905
"STEX5259395",389,1138,"LR-RRJY","LR-RRJY","P",3.5
"STEX5367834",389,1139,"LR-GBON","LR-GBON","B",5.599999905
"STEX5332819",389,1140,"LR-GBOA","LR-GBOA","B",5.900000095
"STEX5259407",389,1141,"LR-RRQG","LR-RRQG","HB",6
"STEX5367828",389,1142,"LR-GBOC","LR-GBOC","P",3.5
"STEX5367832",389,1143,"LR-GBOK","LR-GBOK","P",3.799999952
"STEX5367830",389,1144,"LR-GBOH","LR-GBOH","P",3.900000095
"STEX5367831",389,1145,"LR-GBOJ","LR-GBOJ","PB",4.599999905
"STEX5367833",389,1146,"LR-GBOL","LR-GBOL","PB",5.099999905
"STEX5367827",389,1147,"LR-GBOB","LR-GBOB","PH",6
"STEX5259426",389,1148,"LR-RGAG","LR-RGAG","PB",4.699999809
"STEX5202165",389,1149,"LR-RYHG","LR-RYHG","PB",4.099999905
"STEX5367836",389,1150,"LR-GBOQ","LR-GBOQ","PB",5.199999809
"STEX5367846",389,1151,"LR-GCOJ","LR-GCOJ","PB",4.5
"STEX5367841",389,1153,"LR-GCOA","LR-GCOA","PH",4.599999905
"STEX5367843",389,1154,"LR-GCOC","LR-GCOC","PB",4
"STEX5367842",389,1155,"LR-GCOB","LR-GCOB","PB",4.300000191
"STEX5367845",389,1156,"LR-GCOH","LR-GCOH","B",5.300000191
"STEX5367845",396,1156,"LR-GCOH","LR-GCOH","PB",4.699999809
"STEX5137211",389,1157,"LR-GCOP","LR-GCOP","B",5.300000191
"STEX5367835",389,1158,"LR-GBOP","LR-GBOP","P",3.700000048
"STEX5367847",389,1159,"LR-GCOK","LR-GCOK","P",4.199999809
"STEX5368412",389,1160,"LR-GAOS","LR-GAOS","B",5.400000095
"STEX5367848",389,1162,"LR-GCOL","LR-GCOL","PB",5
"STEX5368455",389,1163,"LR-GCOZ","LR-GCOZ","P",3.700000048
"STEX5368453",389,1164,"LR-GCOT","LR-GCOT","PB",4.900000095
"STEX5368451",389,1165,"LR-GCOQ","LR-GCOQ","H",6
"STEX5368452",389,1166,"LR-GCOS","LR-GCOS","P",3.700000048
"STEX5367844",389,1167,"LR-GCOE","LR-GCOE","P",3
"STEX5368405",389,1168,"LR-GAOH","LR-GAOH","PB",4.599999905
"STEX5367837",389,1169,"LR-GBOS","LR-GBOS","P",3.099999905
"STEX5367839",389,1170,"LR-GBOY","LR-GBOY","P",4
"STEX5367840",389,1171,"LR-GBOZ","LR-GBOZ","B",5.199999809
"STEX5367838",389,1172,"LR-GBOT","LR-GBOT","P",3.700000048
"STEX5368401",389,1173,"LR-GAOA","LR-GAOA","PB",4.099999905
"STEX5368404",389,1174,"LR-GAOE","LR-GAOE","P",3.700000048
"STEX5368410",389,1175,"LR-GAOP","LR-GAOP","PB",4.599999905
"STEX5368403",389,1176,"LR-GAOC","LR-GAOC","P",3.700000048
"STEX5368414",389,1177,"LR-GAOY","LR-GAOY","H",5.900000095
"STEX5368407",389,1178,"LR-GAOK","LR-GAOK","PB",4.900000095
"STEX5368408",389,1179,"LR-GAOL","LR-GAOL","B",5.599999905
"STEX5368406",389,1180,"LR-GAOJ","LR-GAOJ","P",3.700000048
"STEX5368409",389,1181,"LR-GAON","LR-GAON","PB",4.300000191
"STEX5368411",389,1182,"LR-GAOQ","LR-GAOQ","H",5.099999905
"STEX5368413",389,1183,"LR-GAOT","LR-GAOT","P",3.400000095
"STEX5368454",389,1184,"LR-GCOY","LR-GCOY","B",5.599999905
"STEX5368402",389,1185,"LR-GAOB","LR-GAOB","PB",5.099999905
"STEX5368418",389,1186,"LR-GEOC","LR-GEOC","PB",5.400000095
"STEX5368460",389,1187,"LR-GJOH","LR-GJOH","B",5.199999809
"STEX5368457",389,1188,"LR-GJOB","LR-GJOB","P",4.099999905
"STEX5368456",389,1189,"LR-GJOA","LR-GJOA","PB",4.699999809
"STEX5368458",389,1190,"LR-GJOC","LR-GJOC","P",3.599999905
"STEX5368462",389,1191,"LR-GJOK","LR-GJOK","B",5.900000095
"STEX5368464",389,1192,"LR-GJOP","LR-GJOP","B",5.900000095
"STEX5368466",389,1193,"LR-GJOL","LR-GJOL","PB",4.599999905
"STEX5368461",389,1194,"LR-GJOJ","LR-GJOJ","PB",4.699999809
"STEX5368463",389,1195,"LR-GJON","LR-GJON","PB",5
"STEX5368467",389,1196,"LR-GJOS","LR-GJOS","P",4.300000191
"STEX5368470",389,1198,"LR-GJOZ","LR-GJOZ","P",3
"STEX5368459",389,1199,"LR-GJOE","LR-GJOE","PB",5.400000095
"STEX5368468",389,1200,"LR-GJOT","LR-GJOT","P",3.799999952
"STEX5368425",389,1201,"LR-GEOP","LR-GEOP","P",3.599999905
"STEX5368416",389,1202,"LR-GEOA","LR-GEOA","H",5.5
"STEX5368417",389,1204,"LR-GEOB","LR-GEOB","P",4.199999809
"STEX5368422",389,1205,"LR-GEOK","LR-GEOK","P",3.799999952
"STEX5368423",389,1206,"LR-GEOL","LR-GEOL","PH",5.599999905
"STEX5368424",389,1207,"LR-GEON","LR-GEON","P",4.199999809
"STEX5368421",389,1208,"LR-GEOJ","LR-GEOJ","PB",5
"STEX5368420",389,1209,"LR-GEOH","LR-GEOH","H",6
"STEX5368429",389,1210,"LR-GEOY","LR-GEOY","H",6
"STEX5368428",389,1211,"LR-GEOT","LR-GEOT","PB",5.199999809
"STEX5368426",389,1212,"LR-GEOQ","LR-GEOQ","P",4.5
"STEX5368427",389,1213,"LR-GEOS","LR-GEOS","B",5.800000191
"STEX5368469",389,1214,"LR-GJOY","LR-GJOY","PB",5.099999905
"STW1215",392,1215,"LG-LCRP","LG-LCRP","P",4.400000095
"STW1216",392,1216,"LG-LARA","LG-LARA","PB",4.800000191
"STW1217",392,1217,"LG-LBRY","LG-LBRY","PB",4.900000095
"STW1218",392,1218,"LG-LBRZ","LG-LBRZ","PB",5.199999809
"STW1219",392,1219,"LG-LCRA","LG-LCRA","PH",5.099999905
"STW1220",392,1220,"LG-LCRB","LG-LCRB","PB",4.699999809
"STW1221",392,1221,"LG-LCRC","LG-LCRC","PB",4.5
"STW1222",392,1222,"LG-LCRE","LG-LCRE","PB",5.199999809
"STW1223",392,1223,"LG-LCRH","LG-LCRH","P",3.900000095
"STW1224",392,1224,"LG-LCRJ","LG-LCRJ","PB",5.300000191
"STW1225",392,1225,"LG-LCRK","LG-LCRK","PB",4.400000095
"STW1226",392,1226,"LG-LBRS","LG-LBRS","HB",6.099999905
"STW1227",392,1227,"LG-LCRN","LG-LCRN","PB",5.199999809
"STW1228",392,1228,"LG-LBRQ","LG-LBRQ","PB",4.900000095
"STW1229",392,1229,"LG-LCRQ","LG-LCRQ","PB",5.300000191
"STW1230",392,1230,"LG-LCRS","LG-LCRS","P",4.400000095
"STW1231",392,1231,"LG-LCRT","LG-LCRT","PB",4.5
"STW1232",392,1232,"LG-LCRY","LG-LCRY","PH",5
"STW1233",392,1233,"LG-LCRZ","LG-LCRZ","PB",4.599999905
"STW1234",392,1234,"LY-LQRA","LY-LQRA","PB",4.699999809
"STW1235",392,1235,"LY-LQRB","LY-LQRB","PB",5.400000095
"STW1236",392,1236,"LY-LQRC","LY-LQRC","P",3.400000095
"STW1237",392,1237,"LY-LQRE","LY-LQRE","P",4.300000191
"STW1238",392,1238,"LY-LQRH","LY-LQRH","P",4.099999905
"STW1239",392,1239,"LY-LQRJ","LY-LQRJ","PH",5.300000191
"STW1240",392,1240,"LG-LCRL","LG-LCRL","PB",5.300000191
"STW1242",392,1242,"LG-LARB","LG-LARB","PB",4.400000095
