"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"mu2[472]",-0.19,-0.19,0.05,-0.29,-0.09
"mu2[473]",-0.16,-0.16,0.05,-0.25,-0.07
"mu2[474]",-0.15,-0.14,0.05,-0.24,-0.05
"mu2[475]",-0.26,-0.26,0.06,-0.38,-0.14
"mu2[476]",-0.2,-0.2,0.04,-0.28,-0.12
"mu2[477]",-0.13,-0.13,0.04,-0.2,-0.06
"mu2[478]",-0.14,-0.14,0.04,-0.22,-0.07
"mu2[479]",-0.22,-0.22,0.06,-0.33,-0.11
"mu2[480]",-0.1,-0.1,0.04,-0.19,-0.02
"mu2[481]",-0.15,-0.15,0.05,-0.25,-0.06
"mu2[482]",-0.14,-0.14,0.05,-0.23,-0.05
"mu2[483]",-0.15,-0.15,0.05,-0.24,-0.05
"mu2[484]",-0.26,-0.26,0.05,-0.36,-0.16
"mu2[485]",0.14,0.14,0.07,0,0.28
"mu2[486]",-0.08,-0.08,0.04,-0.17,0
"mu2[487]",-0.07,-0.07,0.04,-0.13,0
"mu2[488]",-0.09,-0.09,0.04,-0.18,0
"mu2[489]",-0.21,-0.21,0.05,-0.31,-0.1
"mu2[490]",-0.16,-0.16,0.04,-0.24,-0.08
"mu2[491]",-0.33,-0.33,0.07,-0.48,-0.19
"mu2[492]",-0.19,-0.19,0.04,-0.27,-0.12
"mu2[493]",0.06,0.06,0.07,-0.08,0.21
"mu2[494]",-0.14,-0.14,0.08,-0.3,0.02
"mu2[495]",-0.35,-0.35,0.06,-0.48,-0.23
"mu2[496]",-0.12,-0.11,0.09,-0.3,0.05
"mu2[497]",-0.23,-0.23,0.06,-0.34,-0.12
"mu2[498]",-0.19,-0.2,0.05,-0.28,-0.11
"mu2[499]",-0.16,-0.16,0.04,-0.25,-0.08
"mu2[500]",0.17,0.18,0.07,0.03,0.32
"mu2[501]",-0.22,-0.22,0.05,-0.31,-0.12
"mu2[502]",0.05,0.05,0.08,-0.1,0.2
"mu2[503]",-0.28,-0.28,0.06,-0.39,-0.17
"mu2[504]",-0.2,-0.19,0.06,-0.31,-0.08
"mu2[505]",-0.08,-0.08,0.05,-0.18,0.02
"mu2[506]",-0.05,-0.04,0.05,-0.14,0.05
"mu2[507]",0.06,0.06,0.05,-0.04,0.16
"mu2[508]",0.15,0.15,0.08,-0.01,0.32
"mu2[509]",-0.18,-0.18,0.06,-0.3,-0.07
"mu2[510]",-0.03,-0.03,0.05,-0.12,0.06
"mu2[511]",-0.06,-0.06,0.09,-0.24,0.12
"mu2[512]",0.06,0.06,0.06,-0.06,0.17
"mu2[513]",-0.19,-0.19,0.05,-0.29,-0.09
"mu2[514]",-0.29,-0.29,0.06,-0.42,-0.17
"mu2[515]",0.01,0.01,0.09,-0.18,0.19
"mu2[516]",-0.32,-0.32,0.07,-0.46,-0.19
"mu2[517]",-0.03,-0.03,0.05,-0.13,0.06
"mu2[518]",-0.24,-0.24,0.06,-0.35,-0.13
"mu2[519]",-0.2,-0.2,0.05,-0.29,-0.1
"mu2[520]",-0.29,-0.29,0.06,-0.41,-0.17
"mu2[521]",-0.02,-0.02,0.09,-0.21,0.15
"mu2[522]",-0.28,-0.29,0.06,-0.41,-0.17
"mu2[523]",-0.13,-0.13,0.04,-0.22,-0.05
"mu2[524]",-0.36,-0.36,0.07,-0.5,-0.22
"mu2[525]",-0.18,-0.18,0.05,-0.28,-0.09
"mu2[526]",-0.15,-0.15,0.05,-0.25,-0.06
"mu2[527]",-0.09,-0.09,0.04,-0.17,0
"mu2[528]",-0.09,-0.09,0.04,-0.17,-0.01
"mu2[529]",-0.04,-0.04,0.04,-0.12,0.04
"mu2[530]",-0.11,-0.11,0.04,-0.2,-0.03
"mu2[531]",0.12,0.12,0.05,0.02,0.22
"mu2[532]",0.1,0.11,0.05,0.01,0.2
"mu2[533]",-0.12,-0.12,0.04,-0.2,-0.03
"mu2[534]",-0.02,-0.02,0.05,-0.12,0.07
"mu2[535]",-0.2,-0.2,0.05,-0.31,-0.1
"mu2[536]",-0.18,-0.18,0.06,-0.31,-0.06
"mu2[537]",-0.01,-0.01,0.05,-0.11,0.08
"mu2[538]",-0.13,-0.13,0.06,-0.25,-0.02
"mu2[539]",-0.23,-0.23,0.05,-0.33,-0.13
"mu2[540]",-0.33,-0.33,0.07,-0.46,-0.2
"mu2[541]",-0.01,-0.01,0.05,-0.1,0.08
"mu2[542]",-0.19,-0.19,0.04,-0.28,-0.1
"mu2[543]",-0.2,-0.2,0.05,-0.29,-0.11
"mu2[544]",-0.05,-0.05,0.05,-0.15,0.04
"mu2[545]",0,0,0.05,-0.09,0.09
"mu2[546]",-0.23,-0.23,0.05,-0.33,-0.13
"mu2[547]",-0.21,-0.21,0.05,-0.3,-0.11
"mu2[548]",-0.02,-0.02,0.04,-0.09,0.06
"mu2[549]",-0.1,-0.1,0.04,-0.19,-0.01
"mu2[550]",-0.08,-0.08,0.04,-0.16,-0.01
"mu2[551]",0.21,0.2,0.07,0.07,0.34
"mu2[552]",0.14,0.14,0.06,0.02,0.25
"mu2[553]",0.36,0.36,0.07,0.21,0.5
"mu2[554]",-0.18,-0.18,0.05,-0.28,-0.09
"mu2[555]",-0.08,-0.08,0.08,-0.23,0.08
"mu2[556]",-0.1,-0.1,0.06,-0.22,0.02
"mu2[557]",0.07,0.07,0.05,-0.04,0.17
"mu2[558]",0.02,0.02,0.05,-0.08,0.12
"mu2[559]",0,0,0.05,-0.09,0.1
"mu2[560]",-0.11,-0.11,0.05,-0.22,-0.01
"mu2[561]",-0.11,-0.11,0.04,-0.19,-0.03
"mu2[562]",-0.27,-0.27,0.06,-0.39,-0.16
"mu2[563]",-0.01,-0.01,0.04,-0.08,0.07
"mu2[564]",0.1,0.1,0.06,-0.01,0.21
"mu2[565]",-0.11,-0.12,0.04,-0.2,-0.03
"mu2[566]",-0.05,-0.05,0.05,-0.16,0.05
"mu2[567]",-0.01,-0.01,0.04,-0.08,0.08
"mu2[568]",0.11,0.11,0.05,0.02,0.22
"mu2[569]",-0.03,-0.03,0.05,-0.13,0.07
"mu2[570]",-0.19,-0.19,0.07,-0.33,-0.06
"mu2[571]",-0.1,-0.1,0.07,-0.24,0.04
"mu2[572]",0.08,0.08,0.07,-0.06,0.22
"mu2[573]",0.05,0.05,0.05,-0.05,0.14
"mu2[574]",0,0,0.05,-0.11,0.1
"mu2[575]",-0.14,-0.14,0.04,-0.22,-0.05
"mu2[576]",-0.05,-0.04,0.09,-0.23,0.12
"mu2[577]",0.1,0.1,0.05,-0.01,0.2
"mu2[578]",-0.01,-0.02,0.04,-0.1,0.07
"mu2[579]",-0.29,-0.29,0.09,-0.47,-0.12
"mu2[580]",0.1,0.1,0.05,0,0.2
"mu2[581]",0.2,0.2,0.06,0.08,0.32
"mu2[582]",-0.11,-0.11,0.05,-0.22,0
"mu2[583]",0.15,0.15,0.06,0.04,0.27
"mu2[584]",0,0.01,0.05,-0.09,0.1
"mu2[585]",-0.11,-0.11,0.04,-0.19,-0.02
"mu2[586]",0.06,0.06,0.05,-0.04,0.15
"mu2[587]",-0.03,-0.03,0.05,-0.13,0.06
"mu2[588]",0.04,0.04,0.05,-0.07,0.13
"mu2[589]",0,0,0.04,-0.08,0.08
"mu2[590]",0.04,0.04,0.05,-0.06,0.13
"mu2[591]",-0.22,-0.22,0.06,-0.33,-0.11
"mu2[592]",-0.07,-0.07,0.04,-0.15,0.01
"mu2[593]",-0.28,-0.28,0.08,-0.43,-0.13
"mu2[594]",0.05,0.05,0.05,-0.05,0.14
"mu2[595]",0.12,0.12,0.08,-0.03,0.27
"mu2[596]",-0.09,-0.09,0.04,-0.17,-0.01
"mu2[597]",0.11,0.11,0.05,0.01,0.21
"mu2[598]",-0.13,-0.13,0.05,-0.23,-0.03
"mu2[599]",-0.11,-0.11,0.04,-0.2,-0.03
"mu2[600]",-0.2,-0.2,0.07,-0.34,-0.06
"mu2[601]",-0.05,-0.05,0.05,-0.14,0.03
"mu2[602]",0.13,0.13,0.05,0.03,0.24
"mu2[603]",-0.06,-0.06,0.1,-0.25,0.13
"mu2[604]",0.22,0.22,0.1,0.03,0.4
"mu2[605]",-0.11,-0.11,0.06,-0.22,0.01
"mu2[606]",-0.11,-0.11,0.06,-0.22,0.01
"mu2[607]",0.12,0.12,0.05,0.02,0.21
"mu2[608]",0.01,0.01,0.06,-0.12,0.13
"mu2[609]",0.05,0.05,0.05,-0.04,0.15
"mu2[610]",0.17,0.18,0.05,0.07,0.28
"mu2[611]",0.31,0.31,0.07,0.17,0.44
"mu2[612]",-0.09,-0.09,0.05,-0.18,0.01
"mu2[613]",0.18,0.18,0.06,0.06,0.29
"mu2[614]",0.24,0.24,0.06,0.11,0.36
"mu2[615]",-0.12,-0.12,0.05,-0.22,-0.03
"mu2[616]",0.01,0.01,0.05,-0.1,0.11
"mu2[617]",0.28,0.28,0.08,0.13,0.43
"mu2[618]",-0.11,-0.11,0.05,-0.21,-0.01
"mu2[619]",0.04,0.04,0.06,-0.08,0.14
"mu2[620]",-0.01,-0.01,0.05,-0.09,0.08
"mu2[621]",-0.17,-0.17,0.06,-0.29,-0.05
"mu2[622]",-0.09,-0.09,0.06,-0.21,0.03
"mu2[623]",0.05,0.05,0.05,-0.05,0.15
"mu2[624]",0.08,0.08,0.06,-0.04,0.2
"mu2[625]",-0.05,-0.05,0.06,-0.16,0.07
"mu2[626]",0.22,0.22,0.08,0.08,0.38
"mu2[627]",-0.04,-0.04,0.06,-0.15,0.06
"mu2[628]",0.02,0.02,0.09,-0.17,0.2
"mu2[629]",0.03,0.03,0.08,-0.13,0.2
"mu2[630]",-0.1,-0.1,0.05,-0.19,-0.01
"mu2[631]",-0.08,-0.08,0.05,-0.17,0.01
"mu2[632]",-0.1,-0.1,0.06,-0.22,0.02
"mu2[633]",0.02,0.02,0.05,-0.06,0.11
"mu2[634]",0.08,0.08,0.07,-0.06,0.23
"mu2[635]",0.04,0.04,0.05,-0.07,0.14
"mu2[636]",-0.11,-0.11,0.05,-0.2,-0.02
"mu2[637]",0.13,0.13,0.08,-0.02,0.29
"mu2[638]",-0.26,-0.25,0.06,-0.38,-0.14
"mu2[639]",-0.09,-0.09,0.05,-0.18,0
"mu2[640]",0.12,0.12,0.07,-0.02,0.27
"mu2[641]",-0.1,-0.1,0.05,-0.2,-0.01
"mu2[642]",0.05,0.05,0.05,-0.04,0.15
"mu2[643]",0.04,0.03,0.05,-0.05,0.13
"mu2[644]",-0.05,-0.05,0.04,-0.13,0.04
"mu2[645]",0.2,0.19,0.07,0.05,0.34
"mu2[646]",0.18,0.18,0.07,0.04,0.33
"mu2[647]",-0.11,-0.11,0.05,-0.21,-0.02
"mu2[648]",0.14,0.14,0.06,0.03,0.25
"mu2[649]",-0.01,-0.01,0.06,-0.12,0.09
"mu2[650]",0.11,0.11,0.05,0.02,0.22
"mu2[651]",-0.09,-0.09,0.05,-0.18,0.01
"mu2[652]",-0.11,-0.11,0.05,-0.2,-0.01
"mu2[653]",0.18,0.18,0.09,0,0.35
"mu2[654]",-0.17,-0.17,0.07,-0.31,-0.03
"mu2[655]",0.09,0.09,0.08,-0.08,0.26
"mu2[656]",-0.2,-0.2,0.11,-0.43,0
"mu2[657]",0.13,0.13,0.08,-0.03,0.29
"mu2[658]",-0.04,-0.04,0.05,-0.14,0.06
"mu2[659]",0.03,0.03,0.08,-0.12,0.19
"mu2[660]",0.06,0.06,0.08,-0.1,0.23
"mu2[661]",0.1,0.1,0.08,-0.04,0.26
"mu2[662]",-0.15,-0.15,0.05,-0.25,-0.06
"mu2[663]",-0.15,-0.15,0.07,-0.3,-0.02
"mu2[664]",-0.03,-0.03,0.05,-0.13,0.06
"mu2[665]",0.14,0.14,0.08,-0.01,0.29
"mu2[666]",0.12,0.12,0.08,-0.03,0.28
"mu2[667]",-0.19,-0.18,0.07,-0.32,-0.05
"mu2[668]",0.04,0.04,0.05,-0.06,0.14
"mu2[669]",0.08,0.08,0.07,-0.07,0.23
"mu2[670]",-0.12,-0.12,0.06,-0.23,0.01
"mu2[671]",-0.14,-0.14,0.05,-0.24,-0.05
"mu2[672]",0.09,0.09,0.05,-0.01,0.2
"mu2[673]",0.01,0.01,0.05,-0.1,0.11
"mu2[674]",0.12,0.12,0.08,-0.03,0.27
"mu2[675]",0.1,0.1,0.06,-0.02,0.21
"mu2[676]",0.01,0.01,0.05,-0.08,0.11
"mu2[677]",0.03,0.03,0.05,-0.06,0.12
"mu2[678]",0.21,0.21,0.08,0.06,0.36
"mu2[679]",0.12,0.12,0.05,0.02,0.22
"mu2[680]",-0.03,-0.03,0.05,-0.13,0.06
"mu2[681]",0,0,0.06,-0.13,0.11
"mu2[682]",0.14,0.15,0.08,-0.01,0.3
"mu2[683]",-0.08,-0.08,0.07,-0.22,0.04
"mu2[684]",0.06,0.06,0.05,-0.04,0.16
"mu2[685]",0.2,0.2,0.06,0.08,0.31
"mu2[686]",0.2,0.2,0.06,0.08,0.33
"mu2[687]",-0.09,-0.09,0.05,-0.2,0.01
"mu2[688]",0.05,0.05,0.06,-0.07,0.17
"mu2[689]",0.25,0.25,0.08,0.1,0.4
"mu2[690]",-0.06,-0.06,0.07,-0.2,0.07
"mu2[691]",0.2,0.2,0.06,0.08,0.32
"mu2[692]",0.14,0.14,0.05,0.03,0.24
"mu2[693]",0.05,0.05,0.06,-0.08,0.17
"mu2[694]",-0.06,-0.07,0.07,-0.21,0.07
"mu2[695]",-0.03,-0.02,0.06,-0.13,0.08
"mu2[696]",-0.03,-0.03,0.07,-0.17,0.1
"mu2[697]",0,0,0.05,-0.11,0.1
"mu2[698]",-0.02,-0.02,0.07,-0.17,0.11
"mu2[699]",0.27,0.27,0.08,0.11,0.43
"mu2[700]",-0.05,-0.05,0.05,-0.14,0.05
"mu2[701]",-0.03,-0.03,0.06,-0.14,0.08
"mu2[702]",-0.15,-0.15,0.05,-0.25,-0.04
"mu2[703]",-0.08,-0.08,0.05,-0.17,0.01
"mu2[704]",-0.14,-0.14,0.05,-0.25,-0.03
"mu2[705]",-0.03,-0.03,0.06,-0.15,0.08
"mu2[706]",0.09,0.09,0.05,0,0.19
"mu2[707]",-0.06,-0.06,0.06,-0.18,0.05
"mu2[708]",-0.04,-0.04,0.06,-0.16,0.07
"mu2[709]",0,0,0.05,-0.09,0.09
"mu2[710]",0.06,0.06,0.06,-0.06,0.17
"mu2[711]",0.14,0.14,0.07,0,0.3
"mu2[712]",-0.02,-0.02,0.05,-0.12,0.07
"mu2[713]",0.21,0.21,0.06,0.09,0.34
"mu2[714]",0.01,0.01,0.05,-0.08,0.1
"mu2[715]",0.18,0.18,0.07,0.04,0.34
"mu2[716]",-0.11,-0.11,0.05,-0.21,0
"mu2[717]",-0.05,-0.05,0.05,-0.15,0.04
"mu2[718]",0.2,0.2,0.06,0.07,0.32
"mu2[719]",-0.03,-0.03,0.05,-0.13,0.06
"mu2[720]",-0.09,-0.09,0.07,-0.22,0.04
"mu2[721]",0,0,0.06,-0.12,0.11
"mu2[722]",0.05,0.05,0.06,-0.06,0.15
"mu2[723]",0.09,0.09,0.05,-0.01,0.19
"mu2[724]",0.13,0.13,0.05,0.02,0.23
"mu2[725]",0.16,0.16,0.05,0.05,0.26
"mu2[726]",0.28,0.28,0.08,0.13,0.45
"mu2[727]",0.32,0.31,0.08,0.16,0.48
"mu2[728]",0.12,0.12,0.06,0.01,0.23
"mu2[729]",0,0,0.08,-0.16,0.15
"mu2[730]",0.24,0.24,0.08,0.09,0.4
"mu2[731]",0.23,0.23,0.09,0.04,0.41
"mu2[732]",0.07,0.07,0.07,-0.08,0.19
"mu2[733]",0.03,0.03,0.06,-0.09,0.15
"mu2[734]",0.17,0.17,0.08,0.01,0.33
"mu2[735]",0.18,0.18,0.06,0.07,0.29
"mu2[736]",0.18,0.17,0.09,0,0.36
"mu2[737]",0.17,0.17,0.09,0,0.35
"mu2[738]",0.24,0.25,0.07,0.11,0.37
"mu2[739]",0.1,0.1,0.05,0,0.2
"mu2[740]",0.27,0.27,0.08,0.12,0.43
"mu2[741]",0.03,0.03,0.05,-0.07,0.13
"mu2[742]",-0.03,-0.03,0.06,-0.14,0.08
"mu2[743]",0.01,0,0.05,-0.1,0.11
"mu2[744]",0.34,0.34,0.08,0.19,0.5
"mu2[745]",0.23,0.23,0.06,0.11,0.34
"mu2[746]",0.19,0.19,0.06,0.07,0.31
"mu2[747]",0.17,0.17,0.06,0.05,0.29
"mu2[748]",0.25,0.25,0.06,0.13,0.37
"mu2[749]",0.47,0.47,0.08,0.31,0.63
"mu2[750]",0.23,0.23,0.06,0.11,0.34
"mu2[751]",0.19,0.19,0.07,0.05,0.32
"mu2[752]",0.27,0.27,0.07,0.13,0.4
"mu2[753]",0.15,0.15,0.07,0,0.28
"mu2[754]",0.23,0.23,0.06,0.11,0.35
"mu2[755]",0.18,0.18,0.06,0.07,0.29
"mu2[756]",0.15,0.14,0.06,0.02,0.27
"mu2[757]",0.1,0.11,0.06,-0.02,0.22
"mu2[758]",0.16,0.16,0.06,0.04,0.27
"mu2[759]",0.22,0.22,0.09,0.04,0.41
"mu2[760]",0.13,0.13,0.07,-0.01,0.26
"mu2[761]",0.09,0.1,0.1,-0.1,0.27
"mu2[762]",0.09,0.09,0.06,-0.02,0.2
"mu2[763]",0.14,0.14,0.06,0.03,0.25
"mu2[764]",0.38,0.38,0.08,0.22,0.55
"mu2[765]",0.05,0.05,0.06,-0.07,0.17
"mu2[766]",0.34,0.34,0.08,0.18,0.51
"mu2[767]",0.09,0.09,0.06,-0.03,0.2
"mu2[768]",0.18,0.18,0.07,0.04,0.31
"mu2[769]",-0.1,-0.1,0.07,-0.24,0.04
"mu2[770]",0.03,0.03,0.08,-0.13,0.2
"mu2[771]",-0.2,-0.19,0.1,-0.41,0
"mu2[772]",0.15,0.15,0.08,-0.01,0.31
"mu2[773]",-0.19,-0.19,0.06,-0.32,-0.07
"mu2[774]",-0.08,-0.08,0.07,-0.21,0.06
"mu2[775]",-0.11,-0.11,0.07,-0.24,0.03
"mu2[776]",-0.08,-0.08,0.06,-0.2,0.04
"mu2[777]",-0.09,-0.08,0.1,-0.28,0.09
"mu2[778]",0.02,0.02,0.06,-0.1,0.15
"mu2[779]",0.08,0.08,0.06,-0.04,0.2
"mu2[780]",0.11,0.11,0.08,-0.04,0.26
"mu2[781]",0.04,0.04,0.05,-0.06,0.15
"mu2[782]",0.04,0.04,0.05,-0.06,0.15
"mu2[783]",-0.06,-0.06,0.05,-0.16,0.04
"mu2[784]",0.02,0.02,0.05,-0.08,0.13
"mu2[785]",-0.03,-0.03,0.06,-0.15,0.09
"mu2[786]",-0.19,-0.2,0.09,-0.37,-0.03
"mu2[787]",-0.11,-0.1,0.07,-0.24,0.03
"mu2[788]",-0.17,-0.17,0.07,-0.31,-0.04
"mu2[789]",-0.02,-0.02,0.08,-0.19,0.13
"mu2[790]",0.08,0.08,0.08,-0.09,0.24
"mu2[791]",-0.01,-0.01,0.08,-0.18,0.15
"mu2[792]",-0.07,-0.07,0.08,-0.22,0.07
"mu2[793]",-0.08,-0.08,0.08,-0.24,0.09
"mu2[794]",0.03,0.03,0.08,-0.13,0.18
"mu2[795]",0.1,0.1,0.09,-0.08,0.28
"mu2[796]",-0.15,-0.15,0.1,-0.36,0.04
"mu2[797]",0.14,0.14,0.09,-0.04,0.32
"mu2[798]",0.15,0.15,0.08,-0.01,0.31
"mu2[799]",0.08,0.08,0.07,-0.07,0.23
"mu2[800]",-0.11,-0.1,0.1,-0.32,0.09
"mu2[801]",-0.05,-0.05,0.07,-0.2,0.09
"mu2[802]",-0.2,-0.2,0.07,-0.34,-0.07
"mu2[803]",0.02,0.02,0.06,-0.11,0.15
"mu2[804]",-0.19,-0.19,0.08,-0.35,-0.03
"mu2[805]",0.03,0.03,0.1,-0.17,0.22
"mu2[806]",-0.18,-0.18,0.07,-0.31,-0.05
"mu2[807]",-0.24,-0.24,0.08,-0.4,-0.09
"mu2[808]",0.11,0.11,0.06,0.01,0.23
"mu2[809]",-0.06,-0.06,0.09,-0.25,0.11
"mu2[810]",0.23,0.23,0.08,0.07,0.39
"mu2[811]",-0.08,-0.08,0.06,-0.21,0.04
"mu2[812]",-0.04,-0.04,0.07,-0.18,0.08
"mu2[813]",0.09,0.09,0.07,-0.04,0.22
"mu2[814]",-0.12,-0.12,0.06,-0.23,-0.01
"mu2[815]",-0.07,-0.07,0.05,-0.17,0.04
"mu2[816]",0.03,0.03,0.06,-0.09,0.15
"mu2[817]",0.12,0.12,0.08,-0.04,0.29
"mu2[818]",0.03,0.04,0.06,-0.08,0.15
"mu2[819]",0.14,0.14,0.06,0.03,0.27
"mu2[820]",0.09,0.09,0.06,-0.03,0.21
"mu2[821]",-0.08,-0.08,0.05,-0.18,0.03
"mu2[822]",-0.05,-0.05,0.07,-0.2,0.08
"mu2[823]",-0.13,-0.13,0.06,-0.24,-0.02
"mu2[824]",0.08,0.08,0.08,-0.08,0.24
"mu2[825]",0.1,0.1,0.08,-0.05,0.26
"mu2[826]",0.37,0.37,0.1,0.16,0.58
"mu2[827]",0.01,0.01,0.07,-0.14,0.15
"mu2[828]",0.01,0.01,0.07,-0.14,0.15
"mu2[829]",0.11,0.11,0.07,-0.03,0.25
"mu2[830]",0.14,0.14,0.09,-0.03,0.31
"mu2[831]",-0.04,-0.03,0.06,-0.16,0.09
"mu2[832]",-0.01,-0.01,0.06,-0.12,0.1
"mu2[833]",0.11,0.11,0.07,-0.02,0.23
"mu2[834]",0.06,0.06,0.06,-0.06,0.18
"mu2[835]",0.08,0.08,0.06,-0.03,0.2
"mu2[836]",0.02,0.02,0.08,-0.13,0.17
"mu2[837]",-0.01,-0.01,0.07,-0.16,0.13
"mu2[838]",-0.19,-0.19,0.06,-0.32,-0.07
"mu2[839]",0.2,0.2,0.08,0.05,0.35
"mu2[840]",0.12,0.12,0.05,0.02,0.22
"mu2[841]",-0.08,-0.08,0.04,-0.16,0
"mu2[842]",-0.05,-0.05,0.04,-0.13,0.02
"mu2[843]",-0.03,-0.03,0.05,-0.12,0.06
"mu2[844]",-0.02,-0.02,0.05,-0.11,0.08
"mu2[845]",-0.08,-0.08,0.04,-0.15,0
"mu2[846]",-0.1,-0.1,0.05,-0.19,-0.01
"mu2[847]",-0.03,-0.03,0.04,-0.1,0.05
"mu2[848]",0.1,0.09,0.06,-0.03,0.22
"mu2[849]",0.05,0.05,0.04,-0.04,0.13
"mu2[850]",0.02,0.02,0.04,-0.05,0.11
"mu2[851]",-0.12,-0.12,0.04,-0.2,-0.04
"mu2[852]",-0.4,-0.4,0.08,-0.55,-0.25
"mu2[853]",-0.1,-0.1,0.11,-0.31,0.1
"mu2[854]",-0.03,-0.02,0.09,-0.2,0.14
"mu2[855]",-0.07,-0.07,0.09,-0.25,0.1
"mu2[856]",-0.37,-0.37,0.07,-0.51,-0.23
"mu2[857]",-0.24,-0.24,0.1,-0.44,-0.06
"mu2[858]",-0.08,-0.08,0.05,-0.18,0.02
"mu2[859]",-0.01,-0.01,0.05,-0.11,0.1
"mu2[860]",0.2,0.19,0.08,0.04,0.35
"mu2[861]",0.13,0.13,0.08,-0.03,0.29
"mu2[862]",-0.07,-0.07,0.09,-0.25,0.1
"mu2[863]",-0.07,-0.07,0.05,-0.17,0.03
"mu2[864]",-0.17,-0.17,0.05,-0.27,-0.06
"mu2[865]",-0.11,-0.11,0.05,-0.21,-0.02
"mu2[866]",-0.03,-0.03,0.05,-0.13,0.07
"mu2[867]",0.01,0.01,0.05,-0.09,0.12
"mu2[868]",-0.14,-0.14,0.05,-0.23,-0.05
"mu2[869]",0.05,0.05,0.09,-0.13,0.23
"mu2[870]",-0.14,-0.14,0.05,-0.24,-0.05
"mu2[871]",-0.07,-0.07,0.06,-0.18,0.04
"mu2[872]",-0.22,-0.22,0.07,-0.37,-0.08
"mu2[873]",-0.09,-0.09,0.06,-0.21,0.02
"mu2[874]",0.05,0.05,0.06,-0.07,0.15
"mu2[875]",-0.04,-0.04,0.06,-0.16,0.06
"mu2[876]",-0.1,-0.1,0.05,-0.2,-0.01
"mu2[877]",0.17,0.17,0.08,0.01,0.34
"mu2[878]",-0.06,-0.06,0.06,-0.17,0.04
"mu2[879]",0.04,0.04,0.06,-0.07,0.15
"mu2[880]",0.29,0.29,0.12,0.06,0.52
"mu2[881]",0.19,0.19,0.08,0.04,0.36
"mu2[882]",0.11,0.11,0.08,-0.03,0.27
"mu2[883]",-0.11,-0.11,0.05,-0.2,-0.03
"mu2[884]",-0.05,-0.05,0.09,-0.23,0.11
"mu2[885]",-0.04,-0.04,0.09,-0.22,0.13
"mu2[886]",-0.13,-0.13,0.05,-0.22,-0.03
"mu2[887]",-0.24,-0.23,0.1,-0.42,-0.05
"mu2[888]",-0.08,-0.08,0.05,-0.17,0.01
"mu2[889]",-0.04,-0.04,0.09,-0.21,0.14
"mu2[890]",0,0,0.05,-0.11,0.1
"mu2[891]",-0.29,-0.29,0.06,-0.41,-0.17
"mu2[892]",-0.01,-0.01,0.05,-0.1,0.1
"mu2[893]",-0.06,-0.06,0.05,-0.15,0.03
"mu2[894]",-0.18,-0.18,0.1,-0.39,0.02
"mu2[895]",0.06,0.06,0.08,-0.09,0.22
"mu2[896]",-0.13,-0.13,0.05,-0.23,-0.05
"mu2[897]",0.02,0.02,0.09,-0.16,0.2
"mu2[898]",0.08,0.08,0.08,-0.06,0.24
"mu2[899]",-0.22,-0.22,0.1,-0.41,-0.03
"mu2[900]",-0.03,-0.04,0.09,-0.22,0.14
"mu2[901]",0.07,0.07,0.06,-0.04,0.18
"mu2[902]",-0.01,-0.01,0.05,-0.11,0.09
"mu2[903]",-0.04,-0.04,0.09,-0.22,0.14
"mu2[904]",-0.14,-0.14,0.05,-0.24,-0.05
"mu2[905]",0.02,0.02,0.08,-0.12,0.17
"mu2[906]",0.08,0.08,0.08,-0.06,0.23
"mu2[907]",0.02,0.02,0.06,-0.09,0.12
"mu2[908]",0.05,0.05,0.06,-0.06,0.17
"mu2[909]",0.1,0.1,0.06,-0.01,0.22
"mu2[910]",0.04,0.04,0.06,-0.07,0.15
"mu2[911]",0.15,0.15,0.08,0,0.32
"mu2[912]",0.05,0.05,0.06,-0.06,0.16
"mu2[913]",0.01,0.01,0.06,-0.1,0.13
"mu2[914]",-0.01,-0.01,0.06,-0.13,0.1
"mu2[915]",0.14,0.14,0.09,-0.02,0.31
"mu2[916]",-0.04,-0.04,0.09,-0.22,0.13
"mu2[917]",-0.23,-0.23,0.05,-0.32,-0.13
"mu2[918]",-0.09,-0.1,0.05,-0.19,0
"mu2[919]",-0.12,-0.12,0.05,-0.21,-0.02
"mu2[920]",0.04,0.04,0.08,-0.11,0.21
"mu2[921]",0.02,0.02,0.08,-0.13,0.19
"mu2[922]",-0.01,-0.01,0.06,-0.12,0.1
"mu2[923]",-0.02,-0.02,0.08,-0.18,0.14
"mu2[924]",-0.11,-0.11,0.04,-0.19,-0.04
"mu2[925]",-0.07,-0.07,0.05,-0.16,0.02
"mu2[926]",-0.1,-0.1,0.04,-0.18,-0.02
"mu2[927]",-0.08,-0.08,0.08,-0.23,0.07
"mu2[928]",-0.24,-0.24,0.05,-0.34,-0.15
"mu2[929]",-0.17,-0.17,0.04,-0.26,-0.09
"mu2[930]",0.02,0.02,0.05,-0.07,0.11
"mu2[931]",-0.06,-0.06,0.04,-0.14,0.02
"mu2[932]",0.02,0.02,0.05,-0.08,0.11
"mu2[933]",-0.06,-0.06,0.04,-0.14,0.02
"mu2[934]",-0.03,-0.03,0.05,-0.11,0.06
"mu2[935]",-0.08,-0.08,0.04,-0.16,0
"mu2[936]",0.06,0.06,0.08,-0.08,0.21
"mu2[937]",-0.17,-0.17,0.04,-0.26,-0.09
