"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"mu3[1375]",-0.46,-0.46,0.06,-0.57,-0.34
"mu3[1376]",-0.45,-0.45,0.06,-0.56,-0.34
"mu3[1377]",-0.22,-0.22,0.04,-0.3,-0.14
"mu3[1378]",-0.21,-0.21,0.04,-0.29,-0.13
"mu3[1379]",-0.42,-0.43,0.05,-0.52,-0.32
"mu3[1380]",-0.47,-0.47,0.06,-0.59,-0.36
"mu3[1381]",-0.23,-0.23,0.04,-0.31,-0.15
"mu3[1382]",-0.32,-0.32,0.07,-0.46,-0.19
"mu3[1383]",-0.47,-0.47,0.06,-0.59,-0.36
"mu3[1384]",-0.19,-0.19,0.04,-0.27,-0.12
"mu3[1385]",-0.42,-0.42,0.06,-0.53,-0.3
"mu3[1386]",-0.22,-0.22,0.06,-0.35,-0.1
"mu3[1387]",-0.03,-0.03,0.06,-0.15,0.08
"mu3[1388]",-0.19,-0.19,0.05,-0.29,-0.09
"mu3[1389]",-0.21,-0.21,0.06,-0.32,-0.1
"mu3[1390]",-0.4,-0.39,0.06,-0.51,-0.28
"mu3[1391]",-0.35,-0.35,0.05,-0.45,-0.26
"mu3[1392]",-0.39,-0.39,0.05,-0.5,-0.28
"mu3[1393]",-0.28,-0.28,0.07,-0.43,-0.13
"mu3[1394]",-0.31,-0.31,0.04,-0.4,-0.23
"mu3[1395]",-0.16,-0.16,0.04,-0.23,-0.08
"mu3[1396]",-0.14,-0.14,0.04,-0.22,-0.07
"mu3[1397]",-0.36,-0.36,0.04,-0.44,-0.27
"mu3[1398]",-0.26,-0.26,0.06,-0.37,-0.15
"mu3[1399]",0.1,0.09,0.09,-0.08,0.27
"mu3[1400]",0.2,0.2,0.07,0.05,0.35
"mu3[1401]",-0.27,-0.27,0.05,-0.37,-0.17
"mu3[1402]",-0.05,-0.05,0.04,-0.13,0.03
"mu3[1403]",-0.07,-0.07,0.04,-0.15,0.01
"mu3[1404]",-0.31,-0.31,0.05,-0.42,-0.21
"mu3[1405]",-0.06,-0.06,0.04,-0.14,0.02
"mu3[1406]",-0.28,-0.28,0.05,-0.37,-0.18
"mu3[1407]",-0.02,-0.02,0.04,-0.11,0.06
"mu3[1408]",-0.26,-0.26,0.04,-0.34,-0.17
"mu3[1409]",-0.02,-0.01,0.04,-0.1,0.07
"mu3[1410]",-0.37,-0.37,0.07,-0.5,-0.24
"mu3[1411]",-0.36,-0.37,0.07,-0.5,-0.23
"mu3[1412]",-0.11,-0.11,0.04,-0.2,-0.02
"mu3[1413]",-0.08,-0.08,0.04,-0.16,0
"mu3[1414]",-0.13,-0.13,0.05,-0.23,-0.03
"mu3[1415]",-0.3,-0.29,0.05,-0.39,-0.2
"mu3[1416]",-0.09,-0.09,0.04,-0.17,-0.01
"mu3[1417]",-0.31,-0.31,0.05,-0.42,-0.21
"mu3[1418]",-0.24,-0.24,0.04,-0.33,-0.16
"mu3[1419]",-0.17,-0.17,0.07,-0.31,-0.04
"mu3[1420]",-0.02,-0.01,0.04,-0.09,0.06
"mu3[1421]",-0.04,-0.04,0.04,-0.11,0.04
"mu3[1422]",-0.06,-0.06,0.04,-0.14,0.01
"mu3[1423]",-0.34,-0.34,0.06,-0.46,-0.22
"mu3[1424]",0.07,0.07,0.08,-0.09,0.23
"mu3[1425]",0.21,0.21,0.09,0.03,0.38
"mu3[1426]",0.55,0.55,0.07,0.41,0.68
"mu3[1427]",-0.05,-0.05,0.04,-0.12,0.03
"mu3[1428]",-0.09,-0.09,0.04,-0.18,-0.01
"mu3[1429]",-0.08,-0.08,0.04,-0.16,0
"mu3[1430]",-0.19,-0.19,0.07,-0.33,-0.05
"mu3[1431]",0.25,0.25,0.08,0.07,0.41
"mu3[1432]",0.18,0.18,0.1,-0.01,0.37
"mu3[1433]",0.11,0.11,0.07,-0.01,0.24
"mu3[1434]",0.04,0.04,0.08,-0.11,0.19
"mu3[1435]",0.18,0.17,0.07,0.04,0.31
"mu3[1436]",0.13,0.13,0.06,0.01,0.25
"mu3[1437]",-0.17,-0.16,0.08,-0.32,-0.02
"mu3[1438]",-0.17,-0.17,0.08,-0.32,-0.02
"mu3[1439]",-0.02,-0.02,0.05,-0.11,0.07
"mu3[1440]",-0.13,-0.13,0.08,-0.29,0.03
"mu3[1441]",-0.13,-0.13,0.06,-0.26,-0.01
"mu3[1442]",0.68,0.68,0.08,0.52,0.85
"mu3[1443]",-0.23,-0.23,0.09,-0.4,-0.06
"mu3[1444]",0.05,0.05,0.06,-0.07,0.17
"mu3[1445]",0.1,0.1,0.06,-0.01,0.21
"mu3[1446]",-0.21,-0.21,0.05,-0.31,-0.11
"mu3[1447]",-0.27,-0.27,0.05,-0.36,-0.18
"mu3[1448]",-0.08,-0.08,0.04,-0.16,0
"mu3[1449]",-0.3,-0.3,0.05,-0.4,-0.2
"mu3[1450]",0.26,0.26,0.09,0.09,0.42
"mu3[1451]",-0.08,-0.08,0.04,-0.17,0.01
"mu3[1452]",0.04,0.04,0.08,-0.12,0.19
"mu3[1453]",0.19,0.19,0.07,0.05,0.33
"mu3[1454]",-0.37,-0.37,0.07,-0.51,-0.23
"mu3[1455]",-0.35,-0.35,0.07,-0.48,-0.22
"mu3[1456]",-0.02,-0.02,0.1,-0.2,0.17
"mu3[1457]",-0.11,-0.11,0.05,-0.2,-0.02
"mu3[1458]",-0.36,-0.36,0.07,-0.5,-0.23
"mu3[1459]",-0.29,-0.29,0.05,-0.39,-0.19
"mu3[1460]",-0.24,-0.24,0.08,-0.39,-0.09
"mu3[1461]",-0.27,-0.27,0.07,-0.41,-0.13
"mu3[1462]",0.01,0.01,0.05,-0.08,0.11
"mu3[1463]",0.6,0.6,0.08,0.45,0.76
"mu3[1464]",-0.16,-0.16,0.05,-0.26,-0.06
"mu3[1465]",-0.15,-0.15,0.05,-0.25,-0.05
"mu3[1466]",-0.21,-0.21,0.06,-0.34,-0.09
"mu3[1467]",-0.01,-0.01,0.06,-0.12,0.1
"mu3[1468]",0.03,0.03,0.05,-0.05,0.12
"mu3[1469]",-0.03,-0.03,0.04,-0.1,0.04
"mu3[1470]",0.06,0.06,0.05,-0.04,0.16
"mu3[1471]",0.04,0.04,0.05,-0.06,0.15
"mu3[1472]",-0.1,-0.1,0.05,-0.21,0
"mu3[1473]",-0.11,-0.11,0.06,-0.22,-0.01
"mu3[1474]",0.35,0.35,0.1,0.16,0.53
"mu3[1475]",0.01,0.01,0.06,-0.12,0.13
"mu3[1476]",0.11,0.11,0.06,0,0.22
"mu3[1477]",0.07,0.07,0.06,-0.04,0.18
"mu3[1478]",0.05,0.05,0.05,-0.04,0.15
"mu3[1479]",-0.21,-0.21,0.07,-0.35,-0.08
"mu3[1480]",-0.02,-0.02,0.05,-0.12,0.08
"mu3[1481]",0,0,0.04,-0.08,0.07
"mu3[1482]",0.01,0.01,0.1,-0.17,0.19
"mu3[1483]",-0.12,-0.12,0.06,-0.23,0
"mu3[1484]",0.01,0.01,0.04,-0.07,0.1
"mu3[1485]",0.04,0.04,0.04,-0.04,0.13
"mu3[1486]",0.1,0.1,0.08,-0.06,0.25
"mu3[1487]",-0.21,-0.21,0.04,-0.29,-0.13
"mu3[1488]",0.01,0,0.04,-0.07,0.08
"mu3[1489]",-0.02,-0.02,0.04,-0.09,0.05
"mu3[1490]",-0.12,-0.12,0.06,-0.23,0
"mu3[1491]",0.46,0.46,0.07,0.33,0.59
"mu3[1492]",-0.19,-0.19,0.04,-0.27,-0.11
"mu3[1493]",0.12,0.12,0.09,-0.05,0.29
"mu3[1494]",-0.2,-0.2,0.04,-0.28,-0.11
"mu3[1495]",0.09,0.09,0.09,-0.08,0.26
"mu3[1496]",-0.19,-0.19,0.04,-0.27,-0.11
"mu3[1497]",-0.31,-0.31,0.06,-0.43,-0.2
"mu3[1498]",-0.22,-0.22,0.04,-0.3,-0.15
"mu3[1499]",-0.47,-0.47,0.05,-0.57,-0.36
"mu3[1500]",-0.44,-0.44,0.05,-0.53,-0.34
"mu3[1501]",0.38,0.38,0.07,0.24,0.51
"mu3[1502]",0.09,0.09,0.09,-0.09,0.26
"mu3[1503]",0.41,0.41,0.07,0.28,0.54
"mu3[1504]",-0.17,-0.17,0.04,-0.25,-0.09
"mu3[1505]",-0.42,-0.42,0.05,-0.51,-0.33
"mu3[1506]",0.13,0.13,0.09,-0.04,0.29
"mu3[1507]",-0.15,-0.15,0.04,-0.24,-0.07
"mu3[1508]",0.19,0.2,0.07,0.06,0.33
"mu3[1509]",-0.19,-0.19,0.04,-0.28,-0.1
"mu3[1510]",0.47,0.47,0.07,0.33,0.6
"mu3[1511]",0.04,0.04,0.09,-0.14,0.22
"mu3[1512]",-0.2,-0.2,0.04,-0.29,-0.12
"mu3[1513]",0.23,0.23,0.07,0.09,0.37
"mu3[1514]",-0.24,-0.24,0.04,-0.32,-0.15
"mu3[1515]",-0.44,-0.44,0.05,-0.53,-0.34
"mu3[1516]",-0.45,-0.45,0.05,-0.55,-0.35
"mu3[1517]",-0.2,-0.2,0.04,-0.28,-0.11
"mu3[1518]",0.22,0.22,0.07,0.07,0.36
"mu3[1519]",0.27,0.27,0.08,0.11,0.41
"mu3[1520]",0.24,0.24,0.07,0.09,0.38
"mu3[1521]",-0.26,-0.26,0.04,-0.35,-0.18
"mu3[1522]",0.22,0.22,0.07,0.08,0.36
"mu3[1523]",-0.16,-0.16,0.04,-0.25,-0.08
"mu3[1524]",-0.16,-0.16,0.04,-0.24,-0.09
"mu3[1525]",-0.34,-0.34,0.05,-0.42,-0.25
"mu3[1526]",-0.38,-0.38,0.04,-0.47,-0.29
"mu3[1527]",0.44,0.44,0.07,0.31,0.57
"mu3[1528]",-0.13,-0.13,0.04,-0.22,-0.05
"mu3[1529]",-0.24,-0.24,0.04,-0.32,-0.16
"mu3[1530]",-0.23,-0.23,0.04,-0.3,-0.15
"mu3[1531]",0.18,0.18,0.09,0,0.36
"mu3[1532]",0.39,0.39,0.07,0.26,0.52
"mu3[1533]",-0.22,-0.21,0.05,-0.31,-0.12
"mu3[1534]",-0.18,-0.18,0.04,-0.26,-0.11
"mu3[1535]",0.42,0.42,0.07,0.29,0.55
"mu3[1536]",0.27,0.27,0.07,0.12,0.41
"mu3[1537]",0.28,0.28,0.07,0.13,0.42
"mu3[1538]",-0.18,-0.18,0.04,-0.25,-0.1
"mu3[1539]",-0.37,-0.37,0.04,-0.45,-0.28
"mu3[1540]",0.27,0.28,0.07,0.13,0.41
"mu3[1541]",-0.13,-0.13,0.09,-0.3,0.05
"mu3[1542]",-0.16,-0.16,0.04,-0.24,-0.09
"mu3[1543]",0.42,0.42,0.07,0.28,0.55
"mu3[1544]",0.13,0.13,0.09,-0.04,0.29
"mu3[1545]",-0.23,-0.23,0.04,-0.32,-0.16
"mu3[1546]",-0.2,-0.2,0.04,-0.28,-0.13
"mu3[1547]",0.44,0.44,0.07,0.3,0.57
"mu3[1548]",-0.41,-0.41,0.05,-0.5,-0.32
"mu3[1549]",0.4,0.4,0.07,0.27,0.53
"mu3[1550]",0.12,0.12,0.09,-0.05,0.29
"mu3[1551]",-0.18,-0.18,0.04,-0.26,-0.11
"mu3[1552]",-0.21,-0.21,0.04,-0.29,-0.13
"mu3[1553]",0.38,0.38,0.07,0.24,0.52
"mu3[1554]",-0.13,-0.13,0.05,-0.22,-0.03
"mu3[1555]",-0.42,-0.43,0.05,-0.53,-0.32
"mu3[1556]",-0.15,-0.15,0.04,-0.23,-0.07
"mu3[1557]",-0.15,-0.15,0.04,-0.23,-0.06
"mu3[1558]",-0.42,-0.42,0.05,-0.51,-0.33
"mu3[1559]",0.28,0.28,0.07,0.13,0.42
"mu3[1560]",0.4,0.4,0.07,0.26,0.53
"mu3[1561]",-0.39,-0.39,0.04,-0.47,-0.3
"mu3[1562]",0.28,0.29,0.08,0.13,0.43
"mu3[1563]",0.17,0.17,0.09,-0.01,0.33
"mu3[1564]",-0.13,-0.13,0.05,-0.22,-0.04
"mu3[1565]",-0.17,-0.17,0.04,-0.25,-0.1
"mu3[1566]",-0.27,-0.27,0.04,-0.36,-0.19
"mu3[1567]",-0.16,-0.16,0.04,-0.25,-0.08
"mu3[1568]",-0.33,-0.33,0.05,-0.42,-0.24
"mu3[1569]",-0.14,-0.14,0.04,-0.23,-0.07
"mu3[1570]",0.45,0.45,0.07,0.32,0.59
"mu3[1571]",-0.21,-0.21,0.05,-0.3,-0.12
"mu3[1572]",-0.19,-0.19,0.04,-0.27,-0.11
"mu3[1573]",-0.17,-0.17,0.04,-0.25,-0.09
"mu3[1574]",-0.23,-0.23,0.05,-0.33,-0.14
