"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"mu3[466]",0.03,0.03,0.05,-0.07,0.13
"mu3[467]",-0.03,-0.03,0.04,-0.11,0.05
"mu3[468]",0.03,0.03,0.05,-0.07,0.14
"mu3[469]",0.4,0.4,0.07,0.26,0.54
"mu3[470]",-0.14,-0.14,0.06,-0.24,-0.02
"mu3[471]",-0.04,-0.04,0.04,-0.12,0.04
"mu3[472]",-0.21,-0.21,0.05,-0.31,-0.12
"mu3[473]",-0.22,-0.22,0.05,-0.31,-0.13
"mu3[474]",-0.22,-0.22,0.04,-0.31,-0.14
"mu3[475]",-0.19,-0.18,0.06,-0.3,-0.08
"mu3[476]",-0.05,-0.05,0.04,-0.13,0.03
"mu3[477]",-0.06,-0.06,0.04,-0.13,0.02
"mu3[478]",-0.06,-0.05,0.04,-0.13,0.02
"mu3[479]",-0.18,-0.18,0.05,-0.28,-0.08
"mu3[480]",-0.23,-0.23,0.04,-0.31,-0.14
"mu3[481]",-0.2,-0.2,0.05,-0.29,-0.11
"mu3[482]",-0.21,-0.21,0.05,-0.3,-0.12
"mu3[483]",-0.22,-0.22,0.04,-0.31,-0.14
"mu3[484]",-0.03,-0.03,0.05,-0.13,0.06
"mu3[485]",0.31,0.31,0.07,0.17,0.44
"mu3[486]",-0.28,-0.28,0.04,-0.36,-0.2
"mu3[487]",-0.12,-0.12,0.04,-0.19,-0.05
"mu3[488]",-0.27,-0.27,0.04,-0.36,-0.19
"mu3[489]",-0.21,-0.21,0.05,-0.31,-0.11
"mu3[490]",-0.08,-0.08,0.04,-0.16,0
"mu3[491]",-0.16,-0.16,0.07,-0.3,-0.03
"mu3[492]",-0.06,-0.06,0.04,-0.14,0.02
"mu3[493]",0.36,0.36,0.07,0.22,0.49
"mu3[494]",0.61,0.61,0.08,0.45,0.77
"mu3[495]",0.02,0.02,0.06,-0.1,0.13
"mu3[496]",0.21,0.21,0.09,0.03,0.38
"mu3[497]",-0.04,-0.04,0.06,-0.15,0.07
"mu3[498]",-0.13,-0.13,0.04,-0.22,-0.05
"mu3[499]",-0.14,-0.14,0.04,-0.23,-0.06
"mu3[500]",0.23,0.23,0.07,0.09,0.37
"mu3[501]",-0.12,-0.12,0.05,-0.21,-0.02
"mu3[502]",0.3,0.3,0.07,0.15,0.44
"mu3[503]",-0.08,-0.08,0.06,-0.19,0.03
"mu3[504]",-0.28,-0.28,0.06,-0.38,-0.17
"mu3[505]",-0.33,-0.33,0.05,-0.42,-0.23
"mu3[506]",-0.34,-0.34,0.05,-0.43,-0.25
"mu3[507]",-0.22,-0.22,0.05,-0.32,-0.12
"mu3[508]",-0.31,-0.31,0.08,-0.46,-0.15
"mu3[509]",-0.27,-0.27,0.06,-0.38,-0.16
"mu3[510]",-0.38,-0.38,0.04,-0.46,-0.29
"mu3[511]",0.03,0.03,0.09,-0.15,0.2
"mu3[512]",-0.34,-0.34,0.06,-0.45,-0.23
"mu3[513]",-0.07,-0.07,0.05,-0.17,0.04
"mu3[514]",-0.03,-0.03,0.06,-0.15,0.09
"mu3[515]",0.01,0.01,0.09,-0.17,0.18
"mu3[516]",-0.02,-0.02,0.07,-0.15,0.11
"mu3[517]",-0.34,-0.34,0.05,-0.43,-0.24
"mu3[518]",-0.06,-0.06,0.06,-0.17,0.05
"mu3[519]",-0.1,-0.09,0.05,-0.19,0
"mu3[520]",-0.04,-0.04,0.06,-0.16,0.07
"mu3[521]",0.01,0.01,0.09,-0.17,0.18
"mu3[522]",-0.05,-0.05,0.06,-0.17,0.06
"mu3[523]",-0.12,-0.12,0.04,-0.21,-0.04
"mu3[524]",-0.01,-0.01,0.07,-0.15,0.13
"mu3[525]",-0.16,-0.16,0.05,-0.25,-0.07
"mu3[526]",-0.17,-0.17,0.05,-0.26,-0.08
"mu3[527]",-0.2,-0.21,0.04,-0.29,-0.12
"mu3[528]",-0.2,-0.21,0.04,-0.29,-0.12
"mu3[529]",-0.23,-0.23,0.04,-0.3,-0.15
"mu3[530]",-0.19,-0.2,0.04,-0.28,-0.11
"mu3[531]",-0.46,-0.46,0.05,-0.56,-0.36
"mu3[532]",-0.29,-0.29,0.05,-0.39,-0.2
"mu3[533]",-0.19,-0.19,0.04,-0.28,-0.11
"mu3[534]",-0.4,-0.4,0.05,-0.49,-0.31
"mu3[535]",-0.15,-0.15,0.05,-0.25,-0.05
"mu3[536]",-0.33,-0.33,0.06,-0.44,-0.22
"mu3[537]",-0.4,-0.4,0.05,-0.49,-0.31
"mu3[538]",-0.35,-0.35,0.05,-0.45,-0.25
"mu3[539]",-0.12,-0.12,0.05,-0.22,-0.03
"mu3[540]",-0.08,-0.08,0.06,-0.21,0.04
"mu3[541]",-0.39,-0.39,0.04,-0.47,-0.3
"mu3[542]",-0.15,-0.15,0.04,-0.23,-0.06
"mu3[543]",-0.14,-0.14,0.05,-0.23,-0.05
"mu3[544]",-0.37,-0.37,0.04,-0.46,-0.29
"mu3[545]",-0.4,-0.4,0.04,-0.48,-0.31
"mu3[546]",-0.13,-0.13,0.05,-0.23,-0.04
"mu3[547]",-0.15,-0.15,0.05,-0.24,-0.05
"mu3[548]",-0.23,-0.23,0.04,-0.31,-0.16
"mu3[549]",-0.2,-0.2,0.04,-0.28,-0.11
"mu3[550]",-0.2,-0.2,0.04,-0.27,-0.12
"mu3[551]",-0.34,-0.34,0.07,-0.47,-0.21
"mu3[552]",-0.43,-0.42,0.06,-0.54,-0.31
"mu3[553]",-0.33,-0.33,0.07,-0.46,-0.19
"mu3[554]",-0.19,-0.19,0.05,-0.28,-0.09
"mu3[555]",0.47,0.48,0.08,0.32,0.63
"mu3[556]",-0.16,-0.17,0.06,-0.28,-0.04
"mu3[557]",-0.45,-0.45,0.05,-0.54,-0.35
"mu3[558]",-0.43,-0.43,0.05,-0.52,-0.34
"mu3[559]",-0.43,-0.43,0.05,-0.51,-0.33
"mu3[560]",-0.37,-0.38,0.05,-0.48,-0.28
"mu3[561]",-0.21,-0.21,0.04,-0.3,-0.13
"mu3[562]",-0.13,-0.13,0.06,-0.24,-0.01
"mu3[563]",-0.28,-0.28,0.04,-0.36,-0.2
"mu3[564]",-0.45,-0.45,0.06,-0.55,-0.34
"mu3[565]",-0.22,-0.22,0.04,-0.3,-0.14
"mu3[566]",-0.43,-0.43,0.05,-0.52,-0.33
"mu3[567]",-0.27,-0.28,0.04,-0.35,-0.2
"mu3[568]",-0.33,-0.33,0.05,-0.43,-0.24
"mu3[569]",-0.44,-0.44,0.05,-0.53,-0.34
"mu3[570]",-0.36,-0.36,0.06,-0.49,-0.24
"mu3[571]",-0.45,-0.45,0.07,-0.58,-0.32
"mu3[572]",0.37,0.37,0.07,0.23,0.5
"mu3[573]",-0.46,-0.46,0.05,-0.54,-0.36
"mu3[574]",-0.45,-0.45,0.05,-0.54,-0.35
"mu3[575]",-0.22,-0.22,0.04,-0.31,-0.13
"mu3[576]",0.08,0.08,0.09,-0.1,0.25
"mu3[577]",-0.49,-0.49,0.05,-0.58,-0.39
"mu3[578]",-0.28,-0.28,0.04,-0.36,-0.19
"mu3[579]",-0.32,-0.32,0.08,-0.48,-0.16
"mu3[580]",-0.49,-0.49,0.05,-0.59,-0.39
"mu3[581]",-0.54,-0.54,0.06,-0.65,-0.42
"mu3[582]",-0.38,-0.38,0.05,-0.48,-0.28
"mu3[583]",-0.51,-0.51,0.05,-0.61,-0.39
"mu3[584]",-0.44,-0.44,0.05,-0.53,-0.35
"mu3[585]",-0.23,-0.23,0.04,-0.31,-0.15
"mu3[586]",-0.47,-0.47,0.05,-0.56,-0.37
"mu3[587]",-0.4,-0.4,0.05,-0.49,-0.31
"mu3[588]",-0.44,-0.43,0.05,-0.52,-0.34
"mu3[589]",-0.28,-0.28,0.04,-0.36,-0.2
"mu3[590]",-0.44,-0.44,0.05,-0.53,-0.34
"mu3[591]",-0.18,-0.18,0.05,-0.29,-0.08
"mu3[592]",-0.24,-0.24,0.04,-0.32,-0.16
"mu3[593]",-0.31,-0.31,0.07,-0.45,-0.17
"mu3[594]",-0.45,-0.45,0.05,-0.54,-0.36
"mu3[595]",0.2,0.2,0.07,0.05,0.34
"mu3[596]",-0.24,-0.24,0.04,-0.32,-0.16
"mu3[597]",-0.49,-0.49,0.05,-0.59,-0.39
"mu3[598]",-0.22,-0.22,0.05,-0.32,-0.13
"mu3[599]",-0.21,-0.21,0.04,-0.29,-0.12
"mu3[600]",-0.36,-0.36,0.07,-0.49,-0.23
"mu3[601]",-0.26,-0.26,0.05,-0.34,-0.17
"mu3[602]",-0.34,-0.34,0.05,-0.44,-0.24
"mu3[603]",-0.08,-0.08,0.1,-0.26,0.1
"mu3[604]",-0.03,-0.03,0.1,-0.23,0.15
"mu3[605]",-0.19,-0.19,0.06,-0.3,-0.07
"mu3[606]",-0.19,-0.19,0.06,-0.3,-0.07
"mu3[607]",-0.28,-0.28,0.05,-0.38,-0.18
"mu3[608]",-0.4,-0.4,0.06,-0.51,-0.28
"mu3[609]",-0.25,-0.25,0.05,-0.34,-0.15
"mu3[610]",-0.3,-0.3,0.05,-0.41,-0.19
"mu3[611]",-0.52,-0.52,0.07,-0.65,-0.39
"mu3[612]",-0.24,-0.24,0.05,-0.33,-0.15
"mu3[613]",-0.46,-0.45,0.06,-0.57,-0.34
"mu3[614]",-0.46,-0.45,0.06,-0.57,-0.33
"mu3[615]",-0.23,-0.23,0.05,-0.32,-0.14
"mu3[616]",-0.45,-0.45,0.05,-0.55,-0.35
"mu3[617]",0.12,0.12,0.08,-0.03,0.27
"mu3[618]",-0.22,-0.23,0.05,-0.32,-0.12
"mu3[619]",-0.45,-0.45,0.05,-0.55,-0.35
"mu3[620]",-0.27,-0.27,0.05,-0.36,-0.18
"mu3[621]",-0.19,-0.19,0.06,-0.31,-0.08
"mu3[622]",-0.16,-0.16,0.06,-0.27,-0.03
"mu3[623]",-0.21,-0.22,0.05,-0.31,-0.11
"mu3[624]",-0.39,-0.39,0.06,-0.5,-0.27
"mu3[625]",-0.17,-0.17,0.06,-0.28,-0.05
"mu3[626]",0.38,0.38,0.07,0.23,0.51
"mu3[627]",-0.47,-0.47,0.05,-0.57,-0.37
"mu3[628]",0.29,0.29,0.09,0.12,0.46
"mu3[629]",0.2,0.2,0.08,0.04,0.35
"mu3[630]",-0.27,-0.27,0.05,-0.36,-0.17
"mu3[631]",-0.28,-0.28,0.05,-0.36,-0.18
"mu3[632]",-0.43,-0.43,0.06,-0.54,-0.33
"mu3[633]",-0.33,-0.33,0.04,-0.41,-0.24
"mu3[634]",0.33,0.34,0.07,0.19,0.47
"mu3[635]",-0.5,-0.5,0.05,-0.59,-0.4
"mu3[636]",-0.27,-0.27,0.05,-0.36,-0.18
"mu3[637]",0.14,0.15,0.08,-0.01,0.29
"mu3[638]",-0.19,-0.19,0.06,-0.31,-0.07
"mu3[639]",-0.28,-0.28,0.05,-0.37,-0.19
"mu3[640]",0.33,0.33,0.07,0.19,0.46
"mu3[641]",-0.28,-0.28,0.05,-0.37,-0.18
"mu3[642]",-0.35,-0.35,0.05,-0.44,-0.25
"mu3[643]",-0.34,-0.34,0.04,-0.43,-0.25
"mu3[644]",-0.31,-0.31,0.04,-0.39,-0.22
"mu3[645]",0.27,0.27,0.07,0.13,0.41
"mu3[646]",0.28,0.28,0.07,0.14,0.41
"mu3[647]",-0.28,-0.28,0.05,-0.37,-0.18
"mu3[648]",-0.56,-0.56,0.06,-0.66,-0.45
"mu3[649]",-0.49,-0.49,0.05,-0.59,-0.39
"mu3[650]",-0.38,-0.38,0.05,-0.48,-0.28
"mu3[651]",-0.29,-0.29,0.05,-0.38,-0.2
"mu3[652]",-0.27,-0.27,0.05,-0.37,-0.18
"mu3[653]",0.38,0.38,0.08,0.22,0.53
"mu3[654]",-0.33,-0.34,0.07,-0.47,-0.21
"mu3[655]",0.23,0.23,0.08,0.07,0.39
"mu3[656]",0.01,0.01,0.11,-0.2,0.22
"mu3[657]",0.37,0.37,0.07,0.22,0.51
"mu3[658]",-0.25,-0.25,0.05,-0.34,-0.15
"mu3[659]",0.41,0.41,0.08,0.26,0.55
"mu3[660]",0.22,0.22,0.08,0.06,0.38
"mu3[661]",0.37,0.37,0.07,0.22,0.51
"mu3[662]",-0.24,-0.24,0.05,-0.33,-0.14
"mu3[663]",-0.43,-0.43,0.07,-0.55,-0.3
"mu3[664]",-0.27,-0.27,0.05,-0.36,-0.17
"mu3[665]",0.34,0.34,0.07,0.2,0.47
"mu3[666]",0.18,0.18,0.08,0.03,0.33
"mu3[667]",-0.37,-0.37,0.06,-0.5,-0.25
"mu3[668]",-0.31,-0.31,0.05,-0.4,-0.21
"mu3[669]",0.36,0.36,0.07,0.22,0.5
"mu3[670]",-0.41,-0.41,0.06,-0.52,-0.3
"mu3[671]",-0.23,-0.23,0.05,-0.33,-0.13
"mu3[672]",-0.34,-0.34,0.05,-0.44,-0.24
"mu3[673]",-0.47,-0.47,0.05,-0.56,-0.37
"mu3[674]",0.36,0.36,0.07,0.21,0.5
"mu3[675]",-0.51,-0.51,0.06,-0.62,-0.4
"mu3[676]",-0.33,-0.33,0.05,-0.42,-0.23
"mu3[677]",-0.33,-0.34,0.05,-0.43,-0.23
"mu3[678]",0.28,0.28,0.07,0.13,0.41
"mu3[679]",-0.37,-0.37,0.05,-0.47,-0.27
"mu3[680]",-0.3,-0.31,0.05,-0.4,-0.2
"mu3[681]",-0.48,-0.48,0.06,-0.6,-0.37
"mu3[682]",0.31,0.31,0.07,0.16,0.44
"mu3[683]",-0.44,-0.44,0.07,-0.57,-0.32
"mu3[684]",-0.34,-0.34,0.05,-0.44,-0.24
"mu3[685]",-0.4,-0.4,0.06,-0.51,-0.28
"mu3[686]",-0.42,-0.42,0.06,-0.54,-0.3
"mu3[687]",-0.28,-0.28,0.05,-0.38,-0.17
"mu3[688]",-0.49,-0.49,0.06,-0.6,-0.38
"mu3[689]",0.27,0.28,0.07,0.13,0.41
"mu3[690]",-0.44,-0.44,0.07,-0.57,-0.31
"mu3[691]",-0.55,-0.55,0.06,-0.66,-0.42
"mu3[692]",-0.35,-0.36,0.05,-0.46,-0.25
"mu3[693]",-0.48,-0.48,0.06,-0.59,-0.36
"mu3[694]",-0.42,-0.42,0.07,-0.56,-0.29
"mu3[695]",-0.28,-0.28,0.05,-0.38,-0.16
"mu3[696]",-0.44,-0.43,0.07,-0.57,-0.31
"mu3[697]",-0.28,-0.28,0.05,-0.39,-0.17
"mu3[698]",-0.43,-0.43,0.07,-0.56,-0.3
"mu3[699]",0.09,0.1,0.08,-0.06,0.24
"mu3[700]",-0.31,-0.31,0.05,-0.4,-0.21
"mu3[701]",-0.26,-0.27,0.06,-0.37,-0.15
"mu3[702]",-0.27,-0.27,0.05,-0.37,-0.16
"mu3[703]",-0.3,-0.3,0.05,-0.39,-0.2
"mu3[704]",-0.27,-0.27,0.05,-0.37,-0.16
"mu3[705]",-0.48,-0.48,0.06,-0.59,-0.38
"mu3[706]",-0.37,-0.37,0.05,-0.47,-0.28
"mu3[707]",-0.47,-0.47,0.06,-0.58,-0.36
"mu3[708]",-0.48,-0.48,0.06,-0.59,-0.37
"mu3[709]",-0.33,-0.33,0.05,-0.42,-0.24
"mu3[710]",-0.51,-0.51,0.06,-0.62,-0.4
"mu3[711]",0.29,0.29,0.07,0.15,0.43
"mu3[712]",-0.31,-0.31,0.05,-0.41,-0.21
"mu3[713]",-0.42,-0.42,0.06,-0.54,-0.3
"mu3[714]",-0.33,-0.33,0.05,-0.42,-0.24
"mu3[715]",0.28,0.28,0.07,0.13,0.41
"mu3[716]",-0.28,-0.28,0.05,-0.38,-0.17
"mu3[717]",-0.3,-0.31,0.05,-0.4,-0.21
"mu3[718]",-0.58,-0.58,0.06,-0.69,-0.46
"mu3[719]",-0.31,-0.31,0.05,-0.4,-0.21
"mu3[720]",-0.45,-0.45,0.06,-0.57,-0.33
"mu3[721]",-0.49,-0.49,0.06,-0.6,-0.38
"mu3[722]",-0.52,-0.52,0.05,-0.61,-0.41
"mu3[723]",-0.37,-0.37,0.05,-0.47,-0.27
"mu3[724]",-0.29,-0.29,0.05,-0.39,-0.18
"mu3[725]",-0.35,-0.35,0.05,-0.45,-0.24
"mu3[726]",0.37,0.37,0.08,0.22,0.51
"mu3[727]",0.35,0.35,0.08,0.2,0.49
"mu3[728]",-0.25,-0.26,0.06,-0.36,-0.14
"mu3[729]",-0.36,-0.36,0.07,-0.5,-0.22
"mu3[730]",0.37,0.38,0.08,0.22,0.52
"mu3[731]",0.03,0.03,0.1,-0.16,0.22
"mu3[732]",-0.42,-0.41,0.07,-0.54,-0.29
"mu3[733]",-0.2,-0.2,0.06,-0.31,-0.08
"mu3[734]",0.38,0.39,0.08,0.22,0.53
"mu3[735]",-0.27,-0.27,0.06,-0.37,-0.15
"mu3[736]",0.21,0.21,0.09,0.04,0.37
"mu3[737]",0.2,0.21,0.09,0.03,0.37
"mu3[738]",-0.52,-0.52,0.06,-0.64,-0.4
"mu3[739]",-0.31,-0.31,0.05,-0.41,-0.2
"mu3[740]",0.3,0.3,0.07,0.15,0.44
"mu3[741]",-0.28,-0.28,0.05,-0.38,-0.17
"mu3[742]",-0.26,-0.26,0.06,-0.37,-0.14
"mu3[743]",-0.28,-0.28,0.05,-0.38,-0.17
"mu3[744]",0.31,0.31,0.08,0.16,0.45
"mu3[745]",-0.17,-0.18,0.06,-0.29,-0.06
"mu3[746]",-0.16,-0.17,0.06,-0.28,-0.05
"mu3[747]",-0.16,-0.16,0.06,-0.27,-0.04
"mu3[748]",-0.2,-0.2,0.06,-0.32,-0.08
"mu3[749]",-0.3,-0.3,0.08,-0.45,-0.14
"mu3[750]",-0.2,-0.2,0.06,-0.31,-0.08
"mu3[751]",-0.35,-0.35,0.07,-0.48,-0.21
"mu3[752]",-0.39,-0.39,0.07,-0.51,-0.26
"mu3[753]",-0.34,-0.34,0.07,-0.47,-0.21
"mu3[754]",-0.22,-0.22,0.06,-0.33,-0.1
"mu3[755]",-0.27,-0.27,0.06,-0.38,-0.16
"mu3[756]",-0.13,-0.14,0.06,-0.25,-0.01
"mu3[757]",-0.18,-0.18,0.06,-0.29,-0.06
"mu3[758]",-0.22,-0.23,0.06,-0.33,-0.11
"mu3[759]",0.27,0.27,0.09,0.09,0.43
"mu3[760]",-0.38,-0.38,0.07,-0.51,-0.26
"mu3[761]",0.13,0.13,0.1,-0.06,0.32
"mu3[762]",-0.21,-0.21,0.06,-0.32,-0.09
"mu3[763]",-0.24,-0.24,0.06,-0.34,-0.12
"mu3[764]",0.34,0.34,0.08,0.19,0.48
"mu3[765]",-0.2,-0.2,0.06,-0.31,-0.08
"mu3[766]",0.42,0.42,0.08,0.26,0.56
"mu3[767]",-0.36,-0.36,0.06,-0.47,-0.25
"mu3[768]",-0.58,-0.58,0.06,-0.7,-0.46
"mu3[769]",-0.41,-0.41,0.07,-0.54,-0.28
"mu3[770]",0.38,0.38,0.08,0.22,0.53
"mu3[771]",0.13,0.13,0.1,-0.08,0.34
"mu3[772]",0.32,0.32,0.08,0.17,0.46
"mu3[773]",-0.22,-0.22,0.06,-0.34,-0.09
"mu3[774]",-0.43,-0.44,0.06,-0.56,-0.31
"mu3[775]",-0.43,-0.43,0.06,-0.56,-0.31
"mu3[776]",-0.25,-0.25,0.06,-0.36,-0.14
"mu3[777]",0.06,0.06,0.1,-0.13,0.25
"mu3[778]",-0.29,-0.29,0.06,-0.4,-0.17
"mu3[779]",-0.52,-0.53,0.06,-0.63,-0.41
"mu3[780]",0.31,0.31,0.07,0.17,0.45
"mu3[781]",-0.35,-0.35,0.05,-0.44,-0.24
"mu3[782]",-0.35,-0.35,0.05,-0.45,-0.25
"mu3[783]",-0.3,-0.31,0.05,-0.4,-0.2
"mu3[784]",-0.34,-0.34,0.05,-0.44,-0.24
"mu3[785]",-0.49,-0.49,0.06,-0.59,-0.38
"mu3[786]",-0.11,-0.11,0.08,-0.26,0.06
"mu3[787]",-0.44,-0.43,0.06,-0.56,-0.31
"mu3[788]",-0.18,-0.18,0.07,-0.31,-0.04
"mu3[789]",-0.19,-0.19,0.08,-0.33,-0.03
"mu3[790]",-0.24,-0.24,0.08,-0.39,-0.08
"mu3[791]",-0.37,-0.37,0.08,-0.52,-0.22
"mu3[792]",-0.19,-0.19,0.07,-0.32,-0.05
"mu3[793]",-0.35,-0.36,0.08,-0.5,-0.21
"mu3[794]",-0.4,-0.41,0.07,-0.54,-0.26
"mu3[795]",0.4,0.4,0.09,0.23,0.57
"mu3[796]",0.12,0.12,0.1,-0.09,0.32
"mu3[797]",0.38,0.38,0.08,0.21,0.54
"mu3[798]",0.12,0.12,0.08,-0.04,0.27
"mu3[799]",-0.45,-0.46,0.07,-0.59,-0.32
"mu3[800]",0.13,0.12,0.1,-0.08,0.33
"mu3[801]",-0.4,-0.4,0.07,-0.53,-0.27
"mu3[802]",-0.18,-0.18,0.07,-0.32,-0.04
"mu3[803]",-0.28,-0.28,0.06,-0.39,-0.15
"mu3[804]",-0.35,-0.35,0.08,-0.5,-0.2
"mu3[805]",0.05,0.05,0.1,-0.15,0.24
"mu3[806]",-0.2,-0.2,0.07,-0.33,-0.07
"mu3[807]",-0.14,-0.14,0.08,-0.29,0.01
"mu3[808]",-0.4,-0.39,0.06,-0.5,-0.28
"mu3[809]",0.03,0.03,0.09,-0.16,0.22
"mu3[810]",0.06,0.06,0.08,-0.1,0.21
"mu3[811]",-0.27,-0.27,0.06,-0.39,-0.16
"mu3[812]",-0.48,-0.48,0.06,-0.6,-0.36
"mu3[813]",-0.55,-0.55,0.06,-0.66,-0.43
"mu3[814]",-0.29,-0.29,0.06,-0.41,-0.18
"mu3[815]",-0.32,-0.33,0.05,-0.43,-0.22
"mu3[816]",-0.53,-0.54,0.06,-0.64,-0.42
"mu3[817]",0.11,0.11,0.08,-0.05,0.26
"mu3[818]",-0.54,-0.54,0.06,-0.65,-0.43
"mu3[819]",-0.43,-0.43,0.06,-0.54,-0.31
"mu3[820]",-0.57,-0.57,0.06,-0.68,-0.45
"mu3[821]",-0.33,-0.34,0.05,-0.44,-0.23
"mu3[822]",-0.45,-0.45,0.07,-0.58,-0.32
"mu3[823]",-0.3,-0.3,0.06,-0.41,-0.19
"mu3[824]",0.33,0.33,0.08,0.17,0.48
"mu3[825]",-0.47,-0.47,0.07,-0.61,-0.32
"mu3[826]",0.25,0.25,0.1,0.06,0.44
"mu3[827]",-0.45,-0.45,0.07,-0.58,-0.31
"mu3[828]",-0.45,-0.45,0.07,-0.58,-0.31
"mu3[829]",-0.52,-0.52,0.07,-0.65,-0.39
"mu3[830]",0.14,0.14,0.08,-0.02,0.3
"mu3[831]",-0.29,-0.29,0.06,-0.4,-0.17
"mu3[832]",-0.33,-0.33,0.06,-0.44,-0.22
"mu3[833]",-0.55,-0.55,0.06,-0.67,-0.43
"mu3[834]",-0.54,-0.54,0.06,-0.65,-0.43
"mu3[835]",-0.39,-0.39,0.06,-0.5,-0.28
"mu3[836]",-0.26,-0.26,0.07,-0.4,-0.12
"mu3[837]",-0.25,-0.25,0.07,-0.38,-0.11
"mu3[838]",-0.26,-0.26,0.06,-0.39,-0.14
"mu3[839]",-0.57,-0.57,0.07,-0.71,-0.43
"mu3[840]",-0.46,-0.46,0.05,-0.56,-0.36
"mu3[841]",-0.2,-0.2,0.04,-0.28,-0.12
"mu3[842]",-0.22,-0.22,0.04,-0.29,-0.14
"mu3[843]",-0.2,-0.2,0.04,-0.29,-0.12
"mu3[844]",-0.17,-0.17,0.05,-0.27,-0.07
"mu3[845]",-0.2,-0.2,0.04,-0.28,-0.13
"mu3[846]",0.04,0.04,0.05,-0.05,0.13
"mu3[847]",-0.22,-0.22,0.04,-0.3,-0.15
"mu3[848]",-0.1,-0.1,0.06,-0.22,0.02
"mu3[849]",-0.25,-0.25,0.04,-0.34,-0.16
"mu3[850]",-0.25,-0.25,0.04,-0.33,-0.16
"mu3[851]",0,0,0.04,-0.08,0.07
"mu3[852]",0.15,0.15,0.07,0.01,0.28
"mu3[853]",0.53,0.53,0.1,0.33,0.72
"mu3[854]",0.11,0.11,0.09,-0.06,0.28
"mu3[855]",0.17,0.17,0.08,0.01,0.33
"mu3[856]",0.27,0.27,0.07,0.14,0.4
"mu3[857]",0.55,0.55,0.09,0.37,0.74
"mu3[858]",-0.14,-0.14,0.05,-0.25,-0.04
"mu3[859]",-0.01,-0.01,0.05,-0.11,0.1
"mu3[860]",0.43,0.43,0.08,0.27,0.58
"mu3[861]",0.62,0.62,0.08,0.46,0.77
"mu3[862]",0.36,0.36,0.09,0.18,0.53
"mu3[863]",0.02,0.02,0.05,-0.08,0.12
"mu3[864]",0.07,0.07,0.05,-0.03,0.17
"mu3[865]",0.03,0.03,0.05,-0.06,0.13
"mu3[866]",0,0,0.05,-0.1,0.1
"mu3[867]",-0.19,-0.19,0.05,-0.29,-0.08
"mu3[868]",0.04,0.04,0.05,-0.05,0.14
"mu3[869]",0.13,0.13,0.09,-0.03,0.3
"mu3[870]",0.05,0.05,0.05,-0.05,0.14
"mu3[871]",-0.13,-0.13,0.06,-0.24,-0.02
"mu3[872]",-0.05,-0.05,0.07,-0.18,0.09
"mu3[873]",-0.11,-0.11,0.06,-0.22,0.01
"mu3[874]",-0.17,-0.17,0.06,-0.28,-0.06
"mu3[875]",-0.13,-0.13,0.06,-0.24,-0.02
"mu3[876]",0.04,0.04,0.05,-0.06,0.14
"mu3[877]",0.61,0.61,0.08,0.45,0.76
"mu3[878]",-0.14,-0.13,0.05,-0.25,-0.03
"mu3[879]",-0.02,-0.02,0.06,-0.13,0.09
"mu3[880]",0.21,0.2,0.11,-0.01,0.43
"mu3[881]",0.45,0.45,0.08,0.29,0.6
"mu3[882]",0.46,0.46,0.08,0.3,0.61
"mu3[883]",0.05,0.05,0.05,-0.03,0.14
"mu3[884]",0.37,0.37,0.09,0.2,0.54
"mu3[885]",0.2,0.2,0.08,0.04,0.36
"mu3[886]",-0.09,-0.09,0.05,-0.18,-0.01
"mu3[887]",0.28,0.28,0.09,0.1,0.45
"mu3[888]",-0.1,-0.1,0.05,-0.19,-0.01
"mu3[889]",0.22,0.22,0.08,0.06,0.38
"mu3[890]",-0.13,-0.13,0.05,-0.23,-0.02
"mu3[891]",0.01,0.01,0.06,-0.1,0.13
"mu3[892]",-0.15,-0.15,0.05,-0.25,-0.05
"mu3[893]",0.02,0.02,0.05,-0.08,0.11
"mu3[894]",0.28,0.28,0.1,0.1,0.47
"mu3[895]",0.64,0.64,0.07,0.49,0.79
"mu3[896]",0.04,0.04,0.05,-0.05,0.13
"mu3[897]",0.15,0.15,0.09,-0.01,0.31
"mu3[898]",0.47,0.47,0.08,0.32,0.62
"mu3[899]",0.26,0.26,0.09,0.08,0.43
"mu3[900]",0.18,0.18,0.08,0.01,0.34
"mu3[901]",-0.21,-0.21,0.06,-0.32,-0.1
"mu3[902]",-0.01,-0.01,0.05,-0.11,0.09
"mu3[903]",0.18,0.18,0.08,0.02,0.34
"mu3[904]",-0.11,-0.11,0.05,-0.2,-0.02
"mu3[905]",0.67,0.67,0.07,0.53,0.81
"mu3[906]",0.47,0.47,0.08,0.32,0.62
"mu3[907]",0.02,0.02,0.05,-0.08,0.13
"mu3[908]",0.01,0.01,0.06,-0.1,0.12
"mu3[909]",-0.17,-0.17,0.06,-0.29,-0.05
"mu3[910]",0.02,0.02,0.06,-0.09,0.13
"mu3[911]",0.66,0.66,0.08,0.51,0.81
"mu3[912]",0.02,0.02,0.06,-0.08,0.13
"mu3[913]",-0.12,-0.12,0.06,-0.23,-0.01
"mu3[914]",-0.13,-0.13,0.06,-0.25,-0.03
"mu3[915]",0.66,0.66,0.08,0.5,0.83
"mu3[916]",0.2,0.2,0.08,0.03,0.36
